epoch,split,loss,acc,acc_macro,prec,rec,f1,iou,d21_acc,d21_f1,d21_iou,sec
1,train,2.397984237582595,0.23331290483474731,0.03863991051912308,0.03705701231956482,0.03863991051912308,0.027296049520373344,0.016404177993535995,0.0,0.0,0.0,117.9161901473999
1,val,2.3727218897446343,0.2708214223384857,0.05315946042537689,0.048085615038871765,0.05315946042537689,0.02694404125213623,0.016474638134241104,0.0,0.0,0.0,117.9161901473999
