epoch,split,loss,acc_all,acc_no_bg,f1_macro,iou_macro,d21_acc,d21_f1,d21_iou,d21_bin_acc_all,pred_bg_frac,lr,sec
1,train,2.394023627667994,0.372973942256474,0.20809652234290862,0.2145409183071006,0.12452269864064364,0.8797828906711647,0.2712877918042949,0.16081505173444471,0.9318209561433948,0.3808857844426082,0.00019996590383506793,10.21633267402649
1,val,2.398335099220276,0.8067506651083628,0.09555817938720186,0.1190481004818885,0.06895385789515775,0.910239829275621,0.1612795693791245,0.08939257219381902,0.9820489671494467,0.937253067890803,0.00019996590383506793,10.21633267402649
2,train,2.1959763731989828,0.47105882551286604,0.2789912256640154,0.31961488203608884,0.1952366771318984,0.9120896189996472,0.36801441890380293,0.2317884335324756,0.9581663758603948,0.47153809020569276,0.0001998636387080801,5.660165548324585
2,val,1.0572302043437958,0.8034588396549225,0.5579791168371836,0.5414970795186563,0.3940452246393224,0.950296771129707,0.7393783373216549,0.5889752285112272,0.9740449693467129,0.725365032752355,0.0001998636387080801,5.660165548324585
3,train,2.1454041104216675,0.5090133026763276,0.2885455450603178,0.33959620476163205,0.20996703887935955,0.9197414154828011,0.38616310127074743,0.24456939879156062,0.9660969980946054,0.5125871138139204,0.00019969327470644626,5.667734384536743
3,val,1.1395453214645386,0.6506282488505045,0.6198270618915558,0.6012013112566795,0.44652079548771884,0.9610801528036522,0.8017440374197261,0.6699401427253142,0.967403242323059,0.5362924436728159,0.00019969327470644626,5.667734384536743
4,train,2.1241948237785926,0.5227793446787588,0.29488063228505473,0.35062574156755677,0.21898449802718423,0.9240346845161361,0.3984902738012239,0.2563166474948178,0.970476323907952,0.5269069004725743,0.0001994549285891432,5.682645082473755
4,val,1.115214506785075,0.8446397682030996,0.5305338253577551,0.5246377081875476,0.37455157122885024,0.9560064752940791,0.696911382716363,0.5357967276344574,0.988154347737554,0.7717230121294657,0.0001994549285891432,5.682645082473755
5,train,2.104070039062233,0.5525954453261582,0.29451752602533027,0.3573576114097559,0.2237736273970325,0.9247180518203822,0.39940109152669756,0.2562715411757798,0.9714382678478013,0.5626008894060042,0.00019914876370669414,5.683501720428467
5,val,0.76468758781751,0.725593239068985,0.7329491376876831,0.7210411054386202,0.5763874708117234,0.9779479948889779,0.879385921929221,0.7859531902504976,0.9685407850476683,0.5912778278191885,0.00019914876370669414,5.683501720428467
