epoch,split,loss,acc_all,acc_no_bg,f1_macro,iou_macro,d21_acc,d21_f1,d21_iou,d21_bin_acc_all,pred_bg_frac,lr,sec,d11_acc,d11_f1,d11_iou,d11_bin_acc_all,d22_acc,d22_f1,d22_iou,d22_bin_acc_all
1,train,2.409429051164995,0.5187910113418311,0.20939560339769772,0.21350409277205923,0.13032407837765048,0.9030057056553528,0.3003092378351894,0.18856165348049664,0.9568901195859304,0.55384521484375,0.00019996590383506793,40.55028176307678,0.9180067971100659,0.38343173462593283,0.24883670511171369,0.9674635502328586,0.9418748081021178,0.2753043893479726,0.16650715522497736,0.9817011782996041
1,val,1.4902537564436595,0.8606772671143214,0.629909336566925,0.6288749391673841,0.4777218538905928,0.9633097006600724,0.7872353370075894,0.6549625712024646,0.9848035176593531,0.7597701698541641,0.00019996590383506793,40.55028176307678,0.9660354526417745,0.8061583834315642,0.6794463329381562,0.9847967965260755,0.9593642193336421,0.6272072578002493,0.4644832366910321,0.990057809012124
2,train,2.3088159741016856,0.6282391999897204,0.24446038091391847,0.2972031297715394,0.183278189585791,0.9153943798234644,0.3539884912393368,0.22473249579534904,0.9650326377465651,0.6688318085252193,0.0001998636387080801,40.54840040206909,0.9035869894509211,0.3730839214142041,0.2408971110717708,0.9399396394427022,0.9420236157133309,0.30314533891803036,0.18773871885923588,0.9781247323017989
2,val,1.2758942246437073,0.7521044462919235,0.7122872571150461,0.7004040309007431,0.5506584701139569,0.9696951857657901,0.8271419112209766,0.7108716896346774,0.967085702078534,0.6220085521539053,0.0001998636387080801,40.54840040206909,0.970384118746389,0.8336538364182587,0.7192859602619524,0.9565233503067718,0.9667660547116617,0.6953140767611975,0.5423114700945367,0.9871802557080879
3,train,2.286068550745646,0.6349153752912555,0.2547116728466854,0.310735093509007,0.1941867261289216,0.9176184891403038,0.3668491162435646,0.23616423969071762,0.9654597232214829,0.6741215220668859,0.00019969327470644626,41.01616811752319,0.9193217042395072,0.37269226522760185,0.24154062722313022,0.969420797782886,0.9463323449030083,0.34434964935323226,0.21991431488536053,0.981218893486008
3,val,1.1999800701936085,0.8379017064968745,0.7015119840701421,0.7009159237945425,0.5502468941468704,0.9702047841920546,0.8275938213196802,0.71177919889585,0.9860734485443046,0.7142025182644526,0.00019969327470644626,41.01616811752319,0.9689093479263812,0.8100327775229399,0.6877648505177597,0.9860249473933559,0.971546189700126,0.7419314462776935,0.5971961572321667,0.9906430925640213
4,train,2.255080989369175,0.6478888796086897,0.2528598984343964,0.3101378908795442,0.19495394345621347,0.9184015441526822,0.36323989313631067,0.23444199332311247,0.9670876486258136,0.689943708453262,0.0001994549285891432,42.468016386032104,0.9167649307428868,0.37543992842449764,0.2426998107204488,0.9643179910223326,0.9477159193254294,0.3295945789184841,0.20713556246129203,0.9818317078706021
4,val,0.850048710902532,0.7430285513401031,0.7176307638486227,0.7106069353601511,0.5632277408173288,0.9741861808817814,0.8542704131548131,0.7520907562070338,0.9778716677709615,0.6114505628744761,0.0001994549285891432,42.468016386032104,0.9665414171358334,0.8049990369149533,0.679833529811261,0.9758967445008723,0.972770945984405,0.7363523936234526,0.5913915748827745,0.987138294038166
5,train,2.1798634002083226,0.6287389922560307,0.25819807973477926,0.31669500273587076,0.19958240320649187,0.9236015991334345,0.37036986878277156,0.24046757142235087,0.9732049239307748,0.6640092280873081,0.00019914876370669414,43.8465621471405,0.9264910470103477,0.39777579319333395,0.26061412364314335,0.975504021895412,0.9523731693899433,0.3429360309289991,0.21745333258914462,0.9876075075382276
5,val,0.8706953426202139,0.8566816449165344,0.714917982618014,0.7238487908543926,0.5768864215773962,0.9733124018830034,0.8351873351090489,0.7232915965235077,0.9879361107234338,0.7319205154975256,0.00019914876370669414,43.8465621471405,0.9720838905354453,0.8270524717717037,0.709973770621333,0.9865353902179467,0.9727212216787283,0.7298966220457795,0.5837642182530381,0.9912372770762049
6,train,2.159019651329308,0.6275708650287829,0.26145380632134907,0.3215116168529751,0.20308152846129418,0.924116230237036,0.37166443717919234,0.24054573498070048,0.973983282791794,0.661288345069216,0.0001987749898892162,44.42979025840759,0.9308367479537905,0.39089767188969354,0.2584153473118834,0.9807713023401751,0.9530612933424769,0.34277722633578145,0.2192107684221489,0.9882152891994118
6,val,0.7430222059289614,0.7991925229628881,0.738431453704834,0.7416731860828435,0.5974973258495432,0.9748823817267914,0.8432267170076263,0.7346871752144133,0.9868879772366407,0.6662425100803375,0.0001987749898892162,44.42979025840759,0.9711896403852435,0.8196345746658635,0.6973681982285553,0.9861946105955509,0.9716957260103763,0.7236564871360519,0.5763995414402526,0.990088326590249
7,train,2.1364273941307736,0.6184784470942982,0.2705900947056841,0.3314458505542398,0.21060061715557335,0.927502450672128,0.379221810890093,0.2477482602305364,0.9776070578054987,0.6478464226973685,0.00019833386330261348,44.49830913543701,0.9304387214467421,0.3882333052181754,0.25485073729811253,0.9815879420228774,0.9516038391657271,0.32830945764340397,0.20632559247455629,0.9882482160600203
7,val,0.8098440368970236,0.8280085623264313,0.7232449501752853,0.7268986888357488,0.5790485007152488,0.969362378141316,0.8091897451392925,0.6838718403086044,0.9870981488907516,0.6991281062364578,0.00019833386330261348,44.49830913543701,0.9725007631249366,0.8269464649891359,0.7077374115565421,0.9874287559871058,0.9661776605220774,0.6753973331194706,0.5189563430807743,0.9897787911549812
8,train,2.1375546723081356,0.6442005893640351,0.262627517487527,0.32574099325663997,0.20644849200137147,0.9267618527385468,0.37456586285044435,0.2430333933958273,0.9777048211347207,0.6809099699321546,0.00019782568627301365,44.48138904571533,0.9288000832354226,0.39851932743415625,0.2635755300374183,0.9780643931604883,0.9500337279903533,0.3205086667642089,0.2002451807680065,0.9865601656728219
8,val,0.9125296473503113,0.8397342165311178,0.66496242582798,0.6674683513838819,0.5196055049348358,0.9737992882329843,0.833350125002315,0.72079131840612,0.9873960585819718,0.7224816828966141,0.00019782568627301365,44.48138904571533,0.9750821268670123,0.8451499436367214,0.7356787782214756,0.9877936953588505,0.9660223099202985,0.6693311166274817,0.5137131796366453,0.9894147600444901
9,train,2.1303692788408513,0.6327674196477522,0.26843161607782046,0.33126301942058034,0.2109101885511957,0.9274216039684733,0.3774749934123209,0.24703179134891065,0.9776854397956315,0.6656756484717653,0.00019725080707956878,46.105039834976196,0.9267364407143883,0.3268267244426794,0.20455701433627807,0.9824979547867203,0.9529591352202703,0.3060595257581707,0.1899252524180223,0.9898650587649269
9,val,1.0811283836762111,0.8717667758464813,0.6428402115901312,0.6706979033178633,0.5142617417128278,0.9675846585064551,0.7784463960842688,0.642069798444088,0.9902490888321572,0.773563931385676,0.00019725080707956878,46.105039834976196,0.9538975739860494,0.6904193805346637,0.5295196964029737,0.9849690028597808,0.9689452027241409,0.6587530079274565,0.5047376238005682,0.9924176534015395
10,train,2.1331154204251472,0.6505853485642819,0.263079244656521,0.32868750927956786,0.20811611285816334,0.9280609898772817,0.3804893493096796,0.24895507130150638,0.9783039293789643,0.6884795607182017,0.00019660961971576226,46.04252529144287,0.927575886704208,0.3610338137252503,0.23171560138429825,0.9816584001506188,0.9517769137936865,0.32317111840177565,0.20305121562117828,0.9884376927424489
10,val,1.2178135613600414,0.8164625664552053,0.6975854535897573,0.7051506125236346,0.5522908235383232,0.9655727925064959,0.7821489716980725,0.6455788230935511,0.9869575500486757,0.695759912331899,0.00019660961971576226,46.04252529144287,0.9600594511300641,0.7571805687936396,0.6116051015344011,0.9842245919362319,0.9711065444688144,0.720509701098302,0.5685766153336821,0.9897984095980615
11,train,2.125246002799586,0.6435800117358826,0.2677224351550665,0.3344414772869999,0.21203897580336215,0.9284837602749897,0.38290162493423596,0.24964829050919732,0.9787085282173686,0.6790233411287007,0.00019590256361938518,49.72848153114319,0.9298830485853048,0.3932912575615077,0.258313443364946,0.9805006060682451,0.9532869108049384,0.3371343716911161,0.21333017482032743,0.988112975003277
11,val,0.7094923928380013,0.8024401019016901,0.7457899947961172,0.7441968077840474,0.6004799672400343,0.9726135967199133,0.8337093068893582,0.7169999353413828,0.9876200358071392,0.6661313424507777,0.00019590256361938518,49.72848153114319,0.9695492228222086,0.8152446874994937,0.6893792596880033,0.9860298520041261,0.9763472197987711,0.7611727963599177,0.6198145806705017,0.9908229282922578
12,train,2.116877780671705,0.6385036535430373,0.26911870743099015,0.3332109973399523,0.2119505187213036,0.9281901513034371,0.37913635110486177,0.2477217333932824,0.9786085697641062,0.6726427580180921,0.00019513012337136777,48.74520778656006,0.9279983740377249,0.3983844866110642,0.26064348422028016,0.9790593732865842,0.9511163235716952,0.3278168404789282,0.20528946222307437,0.9870757521243022
12,val,1.1893202116092045,0.8382177849610647,0.7047392080227534,0.7144882122645612,0.5634398197277483,0.9722297323479538,0.838656936779078,0.7252603319644182,0.9828006199426494,0.7172993272542953,0.00019513012337136777,48.74520778656006,0.9683179254599592,0.8166641423852696,0.6945161207879943,0.9836329505555588,0.9694399020283636,0.7103375202213003,0.5557399309125092,0.9878985087075298
13,train,2.1172912074808488,0.6353134422971491,0.27136504721680754,0.33693730991628285,0.21396318713655407,0.9283327162016397,0.39009447065295966,0.25453006993699917,0.9778921026931088,0.6672221936677631,0.00019429282836367175,48.792423486709595,0.9323266550577305,0.4064244249926154,0.27027009262628515,0.9817864133599113,0.9541560734347507,0.34216724218604727,0.21775569442185494,0.9890401204425585
13,val,0.7601957793037096,0.8390070647001266,0.7362128148476282,0.7388195115017099,0.5974097351353442,0.9768576055770136,0.8628735535955729,0.76155859120798,0.9875161307197136,0.7078594068686167,0.00019429282836367175,48.792423486709595,0.9749313186804901,0.8469134778398439,0.7364292967519687,0.9867108662921654,0.9763529129592262,0.7594651312099577,0.61736654616109,0.9914552597770978
14,train,2.1141373385462843,0.6264368960731908,0.2754676611113705,0.3382213777794298,0.2163870926528781,0.929145577108486,0.38718672358190764,0.25519877454243417,0.9787783438697804,0.6557990358586897,0.00019339125243647155,48.84440898895264,0.9308238035047546,0.39559415741485193,0.2592395299413159,0.9801358942398462,0.9542463709122657,0.35332642818678717,0.22484988577007403,0.9884560568289347
14,val,0.8509403318166733,0.7948781003554662,0.7245392998059591,0.7181252118203414,0.5729948271481459,0.9764183843044592,0.8573421685280795,0.7527738950950319,0.986633119128847,0.6619893064101537,0.00019339125243647155,48.84440898895264,0.9714517680283237,0.824145362077433,0.7026363409939869,0.9832947140646732,0.9768412528820897,0.7690654801585838,0.6321915589144116,0.9911268325077525
15,train,2.0989257346119796,0.6498128255208333,0.27219828034408,0.33850216971532865,0.21661509178984129,0.9292137012242284,0.3894754692899634,0.2564794491405988,0.9788901881166288,0.6856569524396929,0.000192426013484873,48.91877055168152,0.9299601185495925,0.41263359896053275,0.2750955401050986,0.9776711447195618,0.9527978498334206,0.3582186637920526,0.23004108063906983,0.9868082682290171
15,val,0.6908004184563955,0.8025034964084625,0.7570987194776535,0.7589913983421436,0.6207599975083122,0.9761754559365311,0.8574404857039463,0.7525702861177974,0.984128134591087,0.663812185327212,0.000192426013484873,48.91877055168152,0.9763037943089173,0.8590655875064366,0.7546492084565046,0.9836296808150453,0.9779042386176929,0.7910544249682648,0.6592069414825988,0.9901070367720756
16,train,2.1010575311225757,0.6354642098410088,0.2784195316922769,0.3443105443148057,0.22053919621166357,0.9296992736208277,0.3896216930959623,0.2560716816401426,0.9792539362320334,0.6656865170127467,0.00019139777303543875,52.55620193481445,0.9308506920529471,0.39073714237251567,0.256842277139765,0.979662122224358,0.9496072038044308,0.35279292248667654,0.22392181257160618,0.9852278324594173
16,val,0.6909468571345011,0.7926130791505178,0.7726709097623825,0.767831529508022,0.629804821245195,0.9712302798604066,0.8142878099329928,0.6896348307976258,0.9855234055290517,0.6502006202936172,0.00019139777303543875,52.55620193481445,0.9764871261886774,0.8473476861566516,0.7374880689545805,0.9868391127811905,0.9686483104629633,0.7359152305978501,0.5849631543892025,0.9866946992418489
17,train,2.091562999340526,0.6526312041700932,0.276273272052538,0.34657986909438254,0.22263611508322992,0.9295271017381302,0.39058071071666534,0.2571303479234112,0.979079932497111,0.6874903093304551,0.0001903072357928111,50.91601324081421,0.9326189405129245,0.41116258158157154,0.2730680247702709,0.9808436343542922,0.9540843918906383,0.3606206341472424,0.23152106691031815,0.9876582630892144
17,val,0.7399994482596716,0.8007407436768214,0.7262920041879019,0.7254241816075196,0.5821377918248011,0.9802374047901429,0.8815225175686647,0.7929053951412515,0.9866196768622918,0.668054128686587,0.0001903072357928111,50.91601324081421,0.9789268877058176,0.8687047247139742,0.7704508067061938,0.9858868916827904,0.9772632129766681,0.7819796285765038,0.6494941636279113,0.989506312778865
18,train,2.094911952186049,0.6571588884320175,0.2760589319836806,0.3457996660458114,0.22244134674739507,0.929780915964375,0.39100597812528787,0.25770402685011085,0.9792894865335685,0.6929300944010417,0.00018915514915674255,50.91587281227112,0.9295369656327045,0.39159589245488036,0.25766308561222284,0.9795020923278398,0.9498499683266431,0.3234719550826459,0.2028916252942627,0.9869334973785511
18,val,0.811628982424736,0.8099027375380198,0.7251463433106741,0.7213594314099704,0.5743812864166783,0.9685810221516274,0.8011105736709491,0.6723179153695247,0.9832907177151572,0.6778753399848938,0.00018915514915674255,50.91587281227112,0.9734491588649979,0.8393177703995803,0.7271357499423178,0.9836073375882041,0.9633483414725229,0.6647333672803869,0.5037650175953539,0.9868808927988617
19,train,2.084069007739686,0.6469025193599233,0.28049140832337893,0.35022144211492584,0.22486733937375614,0.9301762087343545,0.3964419175531338,0.2614830323662665,0.9794699685613923,0.6791395220840186,0.00018794230270986553,50.9499249458313,0.9337253670391489,0.413626654482829,0.2769887961348735,0.9827864797490284,0.9551689204688997,0.36787037982541376,0.2382505465682312,0.9893094782242198
19,val,0.6269090299805006,0.8473372707764307,0.7886476715405782,0.7949259055195501,0.6668259733192321,0.9803517525235383,0.88248882872917,0.7929264071305524,0.9887150355746241,0.7067949225505193,0.00018794230270986553,50.9499249458313,0.9809836327685132,0.8832454526659093,0.79352436077769,0.988214038667072,0.9786700898299722,0.7931433567532569,0.6656468459875216,0.9921524411154533
20,train,2.0810910938078897,0.6540979218064693,0.281795964510948,0.3504029836825022,0.22679571606075394,0.9305095308471237,0.39416265483594976,0.2615901686938152,0.9798421759352961,0.687543581243147,0.00018666952767655164,50.88596796989441,0.9333756629049836,0.39922107052663236,0.26536928432981266,0.9837143212032498,0.9546972743205617,0.3615910524116127,0.23340887739313168,0.9892187821236167
20,val,0.7314481685558955,0.8874522646268209,0.7371261442701021,0.7583392737755398,0.6219786816214032,0.978050686085569,0.8652665313581788,0.7677015651633733,0.9915922255741586,0.7666075577338537,0.00018666952767655164,50.88596796989441,0.9778023673848696,0.8550958744634135,0.7502150730230195,0.9913424537293857,0.978453022946239,0.7864048710376098,0.6558840868266185,0.993312290736454
21,train,2.068898679917319,0.64232536449767,0.2859085482398146,0.35604105212623854,0.22994435551439704,0.9308186241950648,0.39683276748053464,0.2629472549007452,0.9801423189931354,0.6714907462136788,0.00018533769635323215,50.95753741264343,0.9321175445729314,0.42094264850117963,0.28154741601712824,0.9808887682461506,0.9538771710505852,0.38401889668360384,0.2500650947135406,0.9878167403370215
21,val,0.6616370677947998,0.8662231117486954,0.7903625965118408,0.7956184108494563,0.6679829727782587,0.9807052129960461,0.8855470724890645,0.7967215582960541,0.9882454645064508,0.7255089183648428,0.00018533769635323215,50.95753741264343,0.9802886432342386,0.8831306208666433,0.7916856029295419,0.9870703560963877,0.9790861145019493,0.8137131691105037,0.6898588819952822,0.99049141293465
22,train,2.0662415404068795,0.6508756938733553,0.28529015523953394,0.3569075429611711,0.22970297287040137,0.9310757051351038,0.39965644206249645,0.26338480615664245,0.9803600110504275,0.6816827606736569,0.00018394772151056967,50.96615648269653,0.9320027531172889,0.4094343871560724,0.2750176042532203,0.9804941277753451,0.9524893710662965,0.37231665045484336,0.2427825936218575,0.9864682381611717
22,val,0.5979069148500761,0.848086953163147,0.796921119093895,0.7987558118022258,0.6713116626849146,0.9774338866592465,0.8574876799222673,0.7530195253213687,0.9872621808731733,0.7025359024604162,0.00018394772151056967,50.96615648269653,0.9799968990436851,0.8758881387613222,0.7811035048899421,0.9877346583773586,0.9755861532638958,0.7839040239246927,0.6478716778994825,0.9889081319171651
23,train,2.0769971717867937,0.660787642629523,0.28222978675836013,0.3559552893828039,0.2297486881536181,0.9308788250635366,0.39973798858181636,0.26307282988801706,0.9801223487183277,0.6956889370031524,0.00018250055576789055,51.00834846496582,0.9334844105575908,0.41575241096019794,0.2777089804263746,0.9813451934277567,0.950790644192131,0.3384447011196223,0.21259594620592234,0.9871614155014952
23,val,0.7225746313730875,0.8190462042888006,0.7604993581771851,0.7594625167914003,0.6200461427420919,0.9735527259328509,0.8232593167362349,0.7021527990739101,0.9891835167292932,0.6803717861572901,0.00018250055576789055,51.00834846496582,0.9809664927216115,0.884158452583297,0.7931758230836657,0.9866038731164771,0.9668543592642518,0.7022318161333478,0.5458474796081384,0.988416399274401
24,train,2.0634626286071645,0.6226753636410362,0.2949664358376411,0.3638025614714414,0.23505785547826258,0.9306529194366289,0.40087074707830156,0.2644442711531383,0.9798383210833223,0.6443627073053728,0.00018099719094030725,50.94230937957764,0.9276494859444753,0.4061557282020742,0.26812073221148286,0.9771345707406691,0.9523819214287708,0.3384282272766698,0.2135903035349891,0.9878895006680247
24,val,0.615522637963295,0.8554558555285136,0.7869557241598765,0.7894748959123756,0.6580364507472515,0.9699509540275106,0.8183730748114179,0.6933996541568991,0.9869192214237686,0.7126477609078089,0.00018099719094030725,50.94230937957764,0.9727367264561381,0.8429409842785339,0.7289949272169038,0.9844607398621991,0.9750077523878761,0.7519823543613947,0.6047241441563096,0.9919520786828825
25,train,2.0663219447721515,0.6443748072574013,0.2909534739036309,0.36161760195535886,0.2336775506275087,0.9303846204841185,0.4033929658141303,0.2665675310870958,0.9793543765417924,0.6721600448876096,0.00017943865735897788,50.9446976184845,0.9305341625321573,0.4151769926481803,0.2779319305174828,0.9772418641206037,0.9534845125626882,0.37789561880035777,0.24672336271235143,0.986036923057005
