epoch,split,loss,acc_all,acc_no_bg,f1_macro,iou_macro,d21_acc,d21_f1,d21_iou,d21_bin_acc_all,pred_bg_frac,lr,sec,d11_acc,d11_f1,d11_iou,d11_bin_acc_all,d22_acc,d22_f1,d22_iou,d22_bin_acc_all
1,train,2.2047212454310636,0.364003981205455,0.2704178724372596,0.28312992991830405,0.17426030034664514,0.8972652301279137,0.3285415126511879,0.20623113804071597,0.9441018087820662,0.3425290291769463,0.00019996590383506793,261.11294651031494,0.9206464268110967,0.39656528711795697,0.26119066578317,0.9623809279055564,0.952051282050512,0.34046713982978205,0.21655579452407847,0.9849434300471366
1,val,0.732207308212916,0.623193288842837,0.7446561455726624,0.7307717150761791,0.589583141504051,0.976199984978917,0.8616146122636675,0.7642887821540009,0.9716929481141544,0.48504657049973804,0.00019996590383506793,261.11294651031494,0.9764859754434787,0.8582551208392828,0.758613487267592,0.970462617419865,0.9744955496435311,0.7468306565823589,0.6068129980820255,0.9839782714842231
2,train,2.0520189686825403,0.4600006638911732,0.29632329887204,0.332972734184303,0.21075056501283307,0.9113903552116739,0.3739354662807845,0.2414937489766352,0.9574367590116427,0.4456327204118695,0.0001998636387080801,259.0105650424957,0.9053074179132026,0.3784011649014927,0.2443056034191215,0.9404913651314355,0.9549101793956227,0.3791114551804115,0.24637199432845083,0.9858639901142969
2,val,0.7092296083768209,0.6958974202473959,0.777224654952685,0.772296874815874,0.6402551970329126,0.9777145473565735,0.8687409628381019,0.7753189168349229,0.9562147231327578,0.55267134308815,0.0001998636387080801,259.0105650424957,0.9774371571982311,0.8641978593347518,0.767413228800892,0.9456474667502263,0.97559820580571,0.7826400100903393,0.6511397674287456,0.9782802036828847
3,train,2.036701329967432,0.4779402883429276,0.30479624221722285,0.3476252961468954,0.22361746064503113,0.9154519948622823,0.3813902991569498,0.2502482388948849,0.9616346928109843,0.46485038891173247,0.00019969327470644626,258.5416042804718,0.9321226091268693,0.39815965883880033,0.26340861644499036,0.9823758844742203,0.9536554425331181,0.3522009910508611,0.2259911296824759,0.9897923519735344
3,val,0.5848796566327413,0.8595530241727829,0.7678520133097967,0.7709408528897761,0.6371802578410676,0.97207353382866,0.8186745954105619,0.7002040975416661,0.9907428196496796,0.721199040611585,0.00019969327470644626,258.5416042804718,0.9761434773331238,0.8448268457849218,0.736200301803439,0.991364251999475,0.9670462914502315,0.6938005745446455,0.5419594343913614,0.9898645310173322
4,train,2.012870184580485,0.4896146004660088,0.31071118773206285,0.35663981546191625,0.23077528345145615,0.9183353632343696,0.38990752871252204,0.2564718035963583,0.9643809536045697,0.4777434767338268,0.0001994549285891432,258.6571800708771,0.918607783193506,0.3750579266258287,0.24256187338062832,0.9687945449559942,0.9505189382687959,0.36335127444373366,0.2342396435875215,0.985365108021369
4,val,0.6551831265290579,0.9157513231039047,0.7398273150126139,0.7684548167743638,0.634415687785355,0.9720443412399437,0.8204757165046682,0.7023047508231701,0.9933504377091102,0.7947376817464828,0.0001994549285891432,258.6571800708771,0.9761606779455625,0.846783546602467,0.7393992986717204,0.9939342680430014,0.9746254021543357,0.7604919229611675,0.6235181473537389,0.9939426240465358
5,train,2.001235690033227,0.4928895113760965,0.31730636818367136,0.3641535528733058,0.2377044110562125,0.9199946192294645,0.39171310840965673,0.2590046269873397,0.9658740127294321,0.4801031279982182,0.00019914876370669414,258.9766547679901,0.9356253959065947,0.42651684863753525,0.2905724410961533,0.979830129522878,0.9569696244061946,0.383709965230604,0.25292637024899306,0.989485998320848
5,val,0.6568602472543716,0.75339708228906,0.8185754120349884,0.8146891820047415,0.6970262793611695,0.9763847704315597,0.8586434770101086,0.7589987212584414,0.9828340439567865,0.6023730337619781,0.00019914876370669414,258.9766547679901,0.9786754801627439,0.8730978841073375,0.7790767830083958,0.9753990173338337,0.9780477789398049,0.790990792495741,0.664916069877708,0.9886064075286792
