epoch,split,loss,acc_all,acc_no_bg,f1_macro,iou_macro,d21_acc,d21_f1,d21_iou,d21_bin_acc_all,pred_bg_frac,lr,sec
1,train,2.4146819913596436,0.47285622044613485,0.13556876520446517,0.15576822643196034,0.08972317117864616,0.9018900629670286,0.23294643830184383,0.14020390673313718,0.9598505388224982,0.5242912961725603,6.666666666666667e-05,75.10769557952881
1,val,1.0726075967152913,0.7684609591960907,0.5769682774941126,0.5759287477668699,0.41904306158750343,0.9556292032474385,0.7220752978515624,0.5681416517229517,0.977595193045329,0.6762737135092417,6.666666666666667e-05,75.10769557952881
2,train,2.007384238326759,0.7975665176123904,0.203010002193613,0.28636534912716266,0.17627458761867013,0.927579020811354,0.35335760163559665,0.22532922532771008,0.9818269963848567,0.888540328176398,0.00013333333333333334,72.0687849521637
2,val,0.8063858648141226,0.8273208290338516,0.636379008491834,0.6355809636320688,0.48253337895823556,0.9558273131181672,0.776380467666885,0.6352758933104118,0.9796462286084796,0.7194210241238276,0.00013333333333333334,72.0687849521637
3,train,1.9240858935473257,0.8114605284573739,0.22627143524546306,0.32427842591543915,0.2041788839683708,0.9304511405694357,0.37346275338039864,0.2418857853983294,0.9834214595324714,0.8974993254009046,0.0002,72.27845764160156
3,val,0.6806704650322596,0.8264536211887995,0.6801575968662897,0.6929386188642302,0.5390559278096494,0.9564098324506863,0.674182083572413,0.5097838886254684,0.9895288376579573,0.708721528450648,0.0002,72.27845764160156
4,train,1.8904406367686757,0.8188933790775768,0.2392096511483511,0.338762418239069,0.21745938958577002,0.9317061349948553,0.38189611864318357,0.2509191762726804,0.9840847617699986,0.9023032740542763,0.00019998772493192525,72.3770706653595
4,val,0.6107336183389028,0.8960954596598943,0.6878919998804728,0.7172953722270375,0.5675345144652778,0.964335014631814,0.7505879049105514,0.6020959602330721,0.9916345505485822,0.7865161001682281,0.00019998772493192525,72.3770706653595
5,train,1.8622478426548472,0.825339066354852,0.24534790929398712,0.34973765632787324,0.2262693621616419,0.9328512036085947,0.38666153760777644,0.2543762934317861,0.9848571241946147,0.9082516318873355,0.00019995090275639032,72.52267527580261
5,val,0.6217483704288801,0.8686706920464834,0.6879052072763443,0.6890353466682203,0.545718321912782,0.9702297371931979,0.7972933276053423,0.6655162095245055,0.9913600739977079,0.752461388707161,0.00019995090275639032,72.52267527580261
