epoch,lr,train_loss,train_f1_macro,train_iou_macro,train_acc_all,train_acc_no_bg,train_d21_acc,train_d21_f1,train_d21_iou,train_d21_bin_acc_all,train_pred_bg_frac,val_loss,val_f1_macro,val_iou_macro,val_acc_all,val_acc_no_bg,val_d21_acc,val_d21_f1,val_d21_iou,val_d21_bin_acc_all,val_pred_bg_frac,val_d11_acc,val_d11_f1,val_d11_iou,val_d11_bin_acc_all,val_d22_acc,val_d22_f1,val_d22_iou,val_d22_bin_acc_all
11,0.00019596433401708298,1.8969726454127918,0.3899072762751769,0.25087238303119497,0.5048530952080147,0.329840971508643,0.9291034739731315,0.4249056267718402,0.2772955472325083,0.9754451404917579,0.4879165329299607,0.41281279424826306,0.8674143766558936,0.7696649870233414,0.7841294209162394,0.8696297903855642,0.9836384764837612,0.9048855323390402,0.8298783635550205,0.9883210923935869,0.6242329080899557,,,,,,,,
12,0.0001952035385969251,1.9014678018076436,0.40795647191407314,0.26559975071103636,0.5380293305937227,0.3364682712598697,0.9290020002769829,0.42390936172020866,0.27714227546700154,0.9762065327250131,0.527499272273137,0.4880004773537318,0.8267390084108787,0.7104325453144077,0.906221608320872,0.8147744635740916,0.981553083922179,0.8847109452333207,0.7965351215284402,0.9927329169378575,0.7623609006404877,,,,,,,,
13,0.00019437886612703355,1.8841114069198395,0.41041211511251613,0.26712284699850036,0.5035188581560042,0.34445366909453917,0.925937153583651,0.41713557004072044,0.2710729101338504,0.9724399593325852,0.4819330068734976,0.3713015864292781,0.8669851554625633,0.7690848522957587,0.8555481831232706,0.8673786918322245,0.9837968320679408,0.9009380838077158,0.8242364818017966,0.9919871012369027,0.6963303486506144,,,,,,,,
14,0.00019349088179672583,1.8822911302526515,0.41092791565713843,0.26821938822981384,0.5084454196316379,0.3440082279014421,0.9245646119163082,0.4224238875184053,0.27633973395236505,0.9706940550903439,0.4880720018506884,0.3412672032912572,0.8740287611149286,0.7792434126235901,0.9032045205434164,0.8680906295776367,0.983589283291253,0.900626943806221,0.8221226237550695,0.9928484598794808,0.7459564308325449,,,,,,,,
15,0.00019254019418610616,1.8776021020395772,0.41004308175783916,0.26731368936013744,0.49418586784309443,0.3456351157355975,0.9217155547244793,0.42374821290646636,0.27679861376288983,0.9668619115868751,0.4695020555616259,0.5302403122186661,0.8358280268290161,0.7210976019390506,0.9319887061913809,0.8045016229152679,0.9736664866468486,0.8269364931764266,0.7083993603414428,0.9942510816785258,0.7974639932314554,,,,,,,,
16,0.00019152745484897493,1.8652533517850862,0.4189559934472767,0.2756860421859818,0.4897976321773929,0.3527134451624397,0.9279802175138655,0.4326486995620384,0.28517515426688506,0.9740021178771656,0.46168902203753276,0.38252659142017365,0.8783641661641911,0.7862211385617882,0.8699588378270467,0.8777776459852854,0.9834499452856146,0.9002291447810884,0.8219326372676723,0.9909601847329964,0.7087680498758951,,,,,,,,
17,0.0001904533578662864,1.878154027712095,0.4150343922243375,0.27281945334627516,0.4790944452885981,0.3533641987226226,0.9294930375653575,0.4306310838514553,0.28397289245002333,0.9762904027124472,0.44735061538802995,0.41202952961126965,0.8595635412245201,0.7592393557347358,0.8855348428090414,0.8604776461919149,0.9842263768312768,0.906690470308876,0.8323783485766317,0.9912063598632047,0.7282404601573944,,,,,,,,
18,0.0001893186393704601,1.8636494158031223,0.41944915440463837,0.27569983033845347,0.5241204641915701,0.35196957091143083,0.9309585064441814,0.4320005122242582,0.2842236328812275,0.9777692781460955,0.5039498389184058,0.45111505687236786,0.8419617764318411,0.7374393631992784,0.8861030638217926,0.8462011814117432,0.9859577778071823,0.9158707301460723,0.8475897332337626,0.993388112385991,0.7320651610692342,,,,,,,,
19,0.00018812407704087267,1.8570125894946652,0.4209218379349951,0.27537451877064123,0.5199254175999781,0.3517960894436061,0.9320640395182256,0.4410499417325184,0.2901803125053193,0.9785575599936425,0.49811644654173953,0.3471320867538452,0.8741141541704004,0.7800630420533677,0.8902423481146494,0.8731792767842611,0.9841486339765192,0.9029628010537892,0.8257810169933407,0.9936126708983609,0.730149507522583,,,,,,,,
20,0.00018687048957087508,1.8563354257103446,0.41936675926290423,0.27544763765834424,0.48592904897836536,0.35346738118808585,0.9134661128370452,0.4251225935879814,0.2790602166315987,0.9573438417660709,0.45823722786003057,0.31886828194061917,0.888712288141983,0.8029634242668281,0.8993129432201385,0.8869360784689585,0.9872314896807105,0.9232000588468389,0.8601585586453137,0.9927870856390294,0.7366828123728434,,,,,,,,
21,0.0001855587361067011,1.8674837742652093,0.42225159391641137,0.27839094619383387,0.5163670253086757,0.35392257701475305,0.8997768626299909,0.4289902641014777,0.28387038015576616,0.9426678744228684,0.49293875527548625,0.3477107758323352,0.8892692449919495,0.8042629426458613,0.9166976114114126,0.8844783703486124,0.9853254130379131,0.9123574675937859,0.8418206366280838,0.992897627088682,0.7561612526575724,,,,,,,,
22,0.0001841897156586516,1.8460105078203695,0.430913215877563,0.2840874907639135,0.48616054508235906,0.3636470904404467,0.9333342028181868,0.44406050023510346,0.2941767642866193,0.9795697619030614,0.4534322565252131,0.39890608688195545,0.8778168088255205,0.7877522929592181,0.9136012693246206,0.8722773194313049,0.9855764525288793,0.91377063860924,0.8435656132565246,0.9922498067219286,0.7558869322141012,,,,,,,,
23,0.0001827643664849576,1.8617768554420737,0.4203360690404557,0.27764409483285135,0.468746211978939,0.3627036429316431,0.9289796385946469,0.4317358034350356,0.28525185683526316,0.9751140354395834,0.431157518933703,0.33547132710615796,0.8822053014219319,0.7924478751586134,0.9181522826353709,0.8775014678637186,0.9857992917741542,0.9134176894102,0.8432196243629209,0.9933803982204094,0.7585941851139069,,,,,,,,
24,0.0001812836654487449,1.8440966055943415,0.4300174114217578,0.283640645762574,0.5129662893868826,0.359755033535974,0.9315717255643742,0.43792822050380215,0.28890973700004435,0.9774347585397257,0.4882542003284801,0.37670515726010007,0.8829050273284816,0.7952749804988368,0.8682625691095988,0.8834004700183868,0.9864664957037205,0.9227673816436734,0.8582855166473151,0.9776229858397683,0.7061513364315033,,,,,,,,
25,0.0001797486273485411,1.8355415017454775,0.4302011875866861,0.2836756991733326,0.515101719569493,0.3602358636322555,0.9289026813325668,0.4341485439265234,0.2851394287365443,0.974446330037076,0.48988763769189797,0.37631649772326153,0.8673195229550151,0.7727430840200791,0.8683330217997233,0.8710955182711283,0.9878140835554287,0.9285431887467367,0.8683752175972317,0.9906861199272239,0.7077485918998718,,,,,,,,
26,0.0001781603042227832,1.8454650507106647,0.42380103844636047,0.27968228725234356,0.5303669642735195,0.35257857518231533,0.922823591087165,0.4253688062490662,0.27940976502363124,0.9673392022405567,0.5129129903299825,0.3245532189806302,0.8970673573434165,0.8166938616250158,0.8859629432360331,0.8958187599976858,0.9866584325485878,0.9196836755456393,0.8548195982699278,0.9910949707030485,0.7213374773661295,,,,,,,,
27,0.0001765197846288031,1.8301004054663064,0.43328414180284897,0.28507465165531093,0.49217971054824083,0.3658477759861446,0.9339033421043776,0.446758426132425,0.2956312332726959,0.9802195408960405,0.45942031753646745,0.30987487236658734,0.8928521454133628,0.8097231133718122,0.8982939024766287,0.8876502513885498,0.9879731566082746,0.9283485000234327,0.8683194179088151,0.9927704705131614,0.7354190448919932,,,,,,,,
28,0.0001748281928967847,1.8489063594724748,0.4364614689483375,0.2901134330334585,0.553589560768821,0.3564912503311684,0.9330883310433625,0.4437116539633441,0.2949958552319937,0.9788442758412716,0.5395727624426355,0.3079690287510554,0.8973493919499638,0.816163621580905,0.839631994565328,0.89883953332901,0.9870050211621176,0.9249331409761502,0.8626217682309029,0.9833613925509224,0.6735405027866364,,,,,,,,
29,0.00017308668835920425,1.8454706960624747,0.4321704295413444,0.28622744485373414,0.4936800870028409,0.36485532405493143,0.9320975475399004,0.4436868387467766,0.29465672830228135,0.9780444698733142,0.46211114629998906,0.34920192261536914,0.8872372874418873,0.8006386230244092,0.9426179726918539,0.8751381436983744,0.9822335749987321,0.8916991754822053,0.8068464643364118,0.9949704488117721,0.7870264748732249,,,,,,,,
30,0.00017129646455628172,1.827805816710412,0.439377762370698,0.29125133410721454,0.507490945029092,0.36698974007284724,0.9355888716567514,0.45343598126597756,0.30152534484365695,0.9820416857311862,0.4778138807603529,0.3698787987232208,0.8815961657668234,0.7922529475812601,0.8411535521348318,0.8809871872266134,0.9865125068761054,0.9215291470378167,0.8564323774516334,0.9877476162379879,0.6786204973856608,,,,,,,,
31,0.00016945874841798795,1.8269855851060026,0.4331107946474953,0.2872668335673737,0.4910695002629207,0.36435117150520113,0.9346741135727203,0.44994834650864796,0.2998547257502275,0.9811142074477511,0.4582646509984156,0.30093128730853397,0.9041064411850899,0.827956714037151,0.9223487973213196,0.902626613775889,0.9867389427824861,0.9188156970791854,0.8525895840733488,0.9944908142089077,0.7569302121798197,,,,,,,,
32,0.00016757479942316816,1.8492390500915634,0.43644994118531905,0.2907707869045852,0.5402122977730277,0.3610807135570925,0.934924368741615,0.4495036815408551,0.30067333387529277,0.9811006559357863,0.5205335283612872,0.33542487273613614,0.8939869447296968,0.8115379959560269,0.9488417009512583,0.8818846046924591,0.9862667505634993,0.9182335060163721,0.8518377772033361,0.995384724934819,0.7916030089060465,,,,,,,,
33,0.00016564590873635804,1.822038481285522,0.43329225091230184,0.2874962833544622,0.5426025924149093,0.358344148193206,0.9344643408777406,0.4467561905605874,0.29756837949168014,0.9808960494460848,0.5239507501775568,0.27443035940329236,0.9072579125070895,0.8332580803753483,0.9143086870511373,0.906423439582189,0.9873638253785225,0.9221771845736084,0.8578904319132311,0.9939325120713208,0.747793585062027,,,,,,,,
34,0.00016367339832288412,1.8221885628633565,0.4333499550403057,0.28809982392222006,0.5310332291609757,0.3617507465756856,0.9336756851281803,0.4479859679286996,0.2993646114442964,0.979352617597172,0.5089799040680999,0.30810970564683277,0.9002324813369506,0.8213792906183364,0.9252842466036478,0.8986161450544993,0.9876710137809487,0.9280780406420712,0.8679329154851193,0.9920300801594287,0.7608117063840231,,,,,,,,
35,0.00016165862004285467,1.824135093005387,0.43946258366107377,0.29239776296558706,0.5253887576656742,0.36677455011156057,0.9352721628341246,0.45337672625981745,0.3028171526477572,0.9809495619126215,0.5014687918282889,0.31100058803955716,0.8939130980569142,0.8122929219504346,0.9415336648623148,0.8875078658262888,0.9883676339258286,0.9325698562281485,0.875493921108093,0.9940012613931525,0.7816468179225922,,,,,,,,
36,0.00015960295472466243,1.82016172525766,0.4402095192674362,0.2922208289722988,0.5660887498121995,0.3601580269217908,0.9207636212598671,0.4354550876524994,0.2874609234291652,0.9652697689882621,0.5519174429086539,0.2779117077589035,0.9118869162055957,0.8407703635229838,0.9232720335324606,0.9094795485337576,0.9891012456370042,0.9349701348449334,0.8799930728015705,0.9934072706433694,0.7564547260602316,,,,,,,,
37,0.00015750781121863367,1.8165671658682656,0.4409187279449803,0.2941588535612521,0.5346921373914172,0.3657131481108132,0.9349073983368594,0.45044435045787007,0.3016419787298136,0.9807576532963355,0.5124570939924333,0.2894563054045041,0.9043078520603371,0.8280797382060809,0.91682697335879,0.9012947281201681,0.9880481926494279,0.9279704722728055,0.8681639371111,0.9934078640407219,0.7518231769402822,,,,,,,,
38,0.0001553746254314727,1.8127320379644007,0.4465334491087534,0.2985062237228468,0.5485098778784692,0.36910723691636865,0.9339100297729229,0.45210645522750464,0.3024202269841674,0.9792461261881903,0.5284426495745466,0.310132938126723,0.9040216124726596,0.828907804798268,0.9048767983913422,0.9013475378354391,0.9889562610597852,0.9353479556980085,0.8809681973892404,0.9897739834254877,0.739566812912623,,,,,,,,
39,0.000153204859342163,1.8172063544079975,0.44387448860667755,0.29644802736008213,0.561410170335036,0.36517126170488506,0.9356946333004938,0.4534670591523832,0.30400771045720376,0.9819537076082353,0.5448415796239893,0.2576301222046216,0.9110513690497929,0.8394545703153821,0.9274692237377167,0.9079419374465942,0.9887098292085,0.9310087256988683,0.872555154620299,0.9940540737575189,0.7611018816630045,,,,,,,,
40,0.000151,1.8124242466646474,0.4423054514929671,0.29514156764394994,0.5381901347553814,0.3671467885687635,0.9347309700486383,0.45150352974566466,0.30162377739671004,0.9804686432951069,0.5162029132976399,0.24724996089935303,0.9161052831665422,0.8475982456040771,0.9178705910841624,0.9147506455580393,0.9891179430895991,0.9349243239963306,0.8801926806654486,0.9930641174315641,0.7495033343633016,,,,,,,,
41,0.00014876155850544165,1.8274182889844988,0.4404074338155848,0.29474491300809325,0.5485559743601125,0.36580360420960023,0.9264018258044506,0.44155403708957613,0.29438593742918323,0.971216321825074,0.5287196019312719,0.261562983194987,0.9117885422296411,0.8404271734541098,0.9076323707898458,0.9113507171471914,0.9890333936002876,0.9335831476462596,0.8775001282466227,0.993166181776182,0.739859014749527,,,,,,,,
42,0.00014649106897447558,1.8135339180072705,0.4475739979270396,0.29992884643839124,0.5599917965335446,0.36566393176367235,0.9388337532036178,0.4614335641874636,0.31074912431484625,0.9851372992241382,0.5429529043344351,0.24353004495302835,0.9165129801638007,0.8486114434501757,0.9263415137926737,0.9143782655398051,0.9892407327270406,0.9365555749868829,0.8825381034648822,0.992146131727354,0.7585249245166779,,,,,,,,
43,0.00014419008748721294,1.8046953678131104,0.4454107660665878,0.29620433500931687,0.5000514850749836,0.37499541106757583,0.9354704531634387,0.45574569035060997,0.3034337138757409,0.9814265324518483,0.46663329651305724,0.25496477137009305,0.9137160130214901,0.8436114522513676,0.9235686461130778,0.9118357499440511,0.989486745278456,0.9377164614541403,0.8845511295400791,0.9937310960556959,0.756327490011851,,,,,,,,
44,0.00014186019102142844,1.8147528930143877,0.44445542029502605,0.29882132241992526,0.5986892059966401,0.3603332520469085,0.933085207094954,0.4512488877013418,0.30317225492808125,0.9785427813762639,0.5923372815538953,0.26430412878592807,0.9150836163884732,0.8458057541595075,0.8859005471070608,0.9149731993675232,0.9891271071211989,0.9362071709011714,0.881801445856524,0.9859964158799152,0.716898093620936,,,,,,,,
45,0.00013950297637177882,1.8088967291625229,0.4443267254958771,0.297103560478194,0.527233577274776,0.3719697146044744,0.9361236643037586,0.4567113990467538,0.30601067897764367,0.9818158449825793,0.5010427194875438,0.27248431742191315,0.9092099968039778,0.8361964636004914,0.9423840939998627,0.9021074871222178,0.9889528787075018,0.936654097984739,0.882676504662443,0.9916330973306526,0.7793058653672537,,,,,,,,
46,0.00013712005905543945,1.8063715354545966,0.44612138271175295,0.2981859504270743,0.5641237272249235,0.3660194633098749,0.9363470090220313,0.45671079030233674,0.3061732852586873,0.9824855244242312,0.547467425152972,0.30182844400405884,0.9173551826017459,0.8501334346253198,0.8753134906291962,0.9173184732596079,0.9904260049402428,0.9441815001451809,0.8957907330757714,0.9839471605088216,0.7060306171576182,,,,,,,,
47,0.00013471307220490954,1.8056491338289702,0.44815559198351784,0.2993516102531379,0.5547415459906304,0.36766774506939875,0.9358499981277258,0.45748458456912694,0.30621140250692386,0.9815917115110699,0.535857460715554,0.28567172586917877,0.9137840597256982,0.844030855962977,0.8655662635962168,0.913903166850408,0.9900258763922206,0.9414182038093105,0.891437829603122,0.9910800509981873,0.6968379616737366,,,,,,,,
48,0.00013228366544874485,1.818955164689284,0.4471952571359423,0.29967111369189825,0.5349021858268684,0.3698825816382895,0.938467368195432,0.46115618896546057,0.31097009544223586,0.9846627295433307,0.5106110472779174,0.26146676391363144,0.9177877715145701,0.8505148345729876,0.9048456947008768,0.9180262486139933,0.989560346382277,0.9377531110398691,0.8846874514064459,0.9923012627494895,0.735422263542811,,,,,,,,
49,0.00012983350378098445,1.8165428355023578,0.44170907863601366,0.29608046541127364,0.5629876943734976,0.36597448681201133,0.9353916734618775,0.4521606542259121,0.3040455988496854,0.9812878161876442,0.5465264487099815,0.25346988687912625,0.9130728645498724,0.8426012231990679,0.9369042416413625,0.9109886288642883,0.9890997221808103,0.9352201078498216,0.8803747824594118,0.9941757202147671,0.7701023618380228,,,,,,,,
50,0.00012736426642004703,1.8157618404268385,0.44817909108158294,0.2991079753359665,0.5189890294641881,0.37314561077139596,0.9380578883480832,0.46124485602895693,0.30942779775064505,0.9839537827284268,0.4906906448044143,0.33612040678660077,0.8974223074402131,0.8174642253307244,0.9359984596570333,0.8906129201253256,0.986157653396252,0.9145550553676524,0.8451339713648096,0.99580001831047,0.7742714881896973,,,,,,,,
51,0.00012487764565787874,1.8027426304517093,0.4467688824073565,0.29807411588830457,0.5636079161317198,0.36655811361082785,0.9301018785693799,0.4480155057647052,0.2967881899107901,0.9747588150984012,0.5480480060710774,0.2535609503587087,0.9180448971051548,0.8515183596692911,0.9067332843939463,0.9177862306435903,0.9901310041873667,0.9419514938449121,0.8920028791816864,0.9934350755478834,0.7378656268119812,,,,,,,,
52,0.0001223753457001404,1.7984739516998505,0.4488949929324702,0.30027685181524966,0.5518401352675645,0.37107441011633907,0.9391542603552742,0.4653521528734911,0.313685823021605,0.9855145007579557,0.5304328544990166,0.22195578863223395,0.926452795453779,0.8652550429938283,0.9177502989768982,0.925715853770574,0.9906058147010964,0.9440122871654414,0.8957297089541788,0.9935028076171109,0.7469975848992666,,,,,,,,
53,0.00011985908149823045,1.7995007025611984,0.4511315012085451,0.30340957340282343,0.5766804835179469,0.36750265476586935,0.9371955112758587,0.46197857133057935,0.31109518515110157,0.983157551371893,0.5626801177338286,0.27135927726825076,0.9095033930274016,0.836961949590842,0.9376937051614126,0.9059364497661591,0.9892289131295984,0.935706566074917,0.8812336412993558,0.9951671176485776,0.7719515562057495,,,,,,,,
54,0.00011733057757394263,1.79738536664656,0.4504834253599246,0.30026539498762245,0.5631278511527535,0.36729216471418635,0.9384441507113105,0.4654013458943698,0.3114373159737527,0.9847365159254057,0.5460917866313374,0.2880907282233238,0.9112959962966984,0.8400452813341693,0.9397224485874176,0.9070754746596018,0.9894091282136595,0.9365837746775117,0.8830483070580555,0.994600253634906,0.7743552426497141,,,,,,,,
55,0.00011479156683756505,1.7945292871315162,0.45139147259250834,0.30039053561035384,0.5073743166623416,0.3787588460462077,0.9370911472450353,0.4659067682698002,0.3120971149967217,0.9825889747458825,0.4737628856738964,0.2761196866631508,0.904272350668267,0.827774072880763,0.9083007077376047,0.9031167527039846,0.9860177749596702,0.9158906264967621,0.8462775386017943,0.9937643263074319,0.7420745889345804,,,,,,,,
56,0.00011224378940023004,1.810999164214501,0.4531688825719609,0.30403397722073,0.5623295924046656,0.3716593871375064,0.9378602613282401,0.46427987995030956,0.31200936812857355,0.9837249542448988,0.5436740154986615,0.2722500761349996,0.9174478505486422,0.8500990798094598,0.8775371213754019,0.9185479680697123,0.9895692262217427,0.9403305541169975,0.8889072698806011,0.9839313083224067,0.7078915933767954,,,,,,,,
57,0.0001096889913813288,1.7955722517066903,0.4532869523296009,0.3026152508055361,0.5856048477279556,0.36757064720133803,0.9390795274350215,0.46743548459879103,0.31378531815051547,0.9852261843380475,0.5739303802276825,0.2635173425078392,0.9144754660726937,0.8451886728904543,0.9411915342013041,0.9097984830538431,0.9889418185087125,0.9335104715519184,0.8771587676280892,0.9951779683430221,0.7753008604049683,,,,,,,,
58,0.00010712892371180848,1.7980646295147342,0.4546840199283084,0.3047342287220215,0.5969195065798459,0.36413080589129376,0.9340497909228275,0.45796570508226364,0.30653725490076394,0.9793864430246738,0.5889542052795836,0.32018164296944934,0.8994273341561437,0.8205013411773313,0.9286518593629202,0.8979434370994568,0.9863284994576657,0.9153238667529116,0.8463949252781159,0.9952549404567373,0.7640041808287302,,,,,,,,
59,0.00010456534093417156,1.7963270832608629,0.4522871691475502,0.3030952026556318,0.5683754874276115,0.37083229521563005,0.9368645314013458,0.46388242849931594,0.31122838595170577,0.9824236356294321,0.5515898591154939,0.23440217226743698,0.9228311777483701,0.8592173242177942,0.9165704548358917,0.9223843614260355,0.989467289764495,0.9364103634318064,0.8822473780147412,0.9933740403916334,0.7464297016461691,,,,,,,,
60,0.00010200000000000001,1.79673321888997,0.45016747847864447,0.30151432651036014,0.5765504103440505,0.3672523253655934,0.9383746724296602,0.46400332620955953,0.31206670912997536,0.9847603110999577,0.5622875507061298,0.2491068591674169,0.9206447184724856,0.8557194938946516,0.9296302000681559,0.919102668762207,0.9898023849027036,0.9393419398637987,0.8876928465942567,0.9936097039115986,0.7607364257176717,,,,,,,,
61,9.943465906582844e-05,1.7939845802900674,0.4524450182048532,0.30448418402653277,0.5693903036050864,0.37265376538246664,0.9378745305675142,0.46548494935751444,0.31474889431531783,0.9833637050814649,0.5524386959476071,0.2733157699306806,0.9098635043463054,0.8378267484765006,0.9304606219132742,0.9067289531230927,0.990401890538839,0.9432604372875456,0.8941316395466589,0.9947119818792635,0.7637265622615814,,,,,,,,
62,9.687107628819152e-05,1.797136074179536,0.4515634320226468,0.30226870939314054,0.5841632656284146,0.36750139603456417,0.9337870107097092,0.4574098719900275,0.30571883201932876,0.9793818547174737,0.571545794293597,0.2352003107468287,0.9224019993349657,0.8584769561418694,0.928738921880722,0.9214267830053965,0.9899614346611124,0.9397961011925869,0.8882779775906108,0.9940232170951924,0.7592401405175527,,,,,,,,
63,9.43110086186712e-05,1.7952470637701607,0.45575962348549615,0.3053969400047211,0.5725300395405376,0.37040509278332434,0.9387593236649021,0.46821228183154706,0.3152959041856132,0.9845760318782031,0.5570448762053376,0.24814127633968988,0.9227864979744536,0.8590200733824633,0.9070724546909332,0.9233572979768118,0.9904857598305838,0.9438447570223804,0.8954195205592289,0.9919753180609043,0.7366334795951843,,,,,,,,
64,9.175621059976997e-05,1.7917237398507713,0.45489561545998636,0.30347536461635655,0.578537414123962,0.36901276490905066,0.9381414167917127,0.4685672334291991,0.3136913679206888,0.9838789826505752,0.564831233524776,0.2601831605037053,0.9156786334532026,0.8471548788817008,0.9205816586812338,0.9131927490234375,0.9893884520711885,0.936692407214487,0.8830101165463331,0.9937110900878139,0.7526239256064097,,,,,,,,
65,8.920843316243496e-05,1.7919268866518994,0.45549910677918864,0.3050345307551193,0.5951351352504917,0.3674466900683783,0.9387021571612019,0.4676357962461053,0.31449520318902235,0.9847240848140365,0.5859882914936626,0.2575755789875984,0.9172115731450132,0.849523164739976,0.9187517861525217,0.9172749817371368,0.9895207458390134,0.9367784531820081,0.8831193493269772,0.9941318935817375,0.749605655670166,,,,,,,,
66,8.666942242605737e-05,1.7890340127311386,0.4578902791664843,0.3061925857666224,0.5953000475476672,0.36861109869046643,0.9386150166788797,0.469308418952345,0.31482371906668255,0.9844638851138344,0.5853879168317034,0.26132360845804214,0.9176268370780977,0.8507166454573628,0.9329102536042532,0.9164370199044546,0.9898939040876295,0.9406515707940324,0.889992812175838,0.9936663309732306,0.7643914222717285,,,,,,,,
67,8.414091850176956e-05,1.7958097232805266,0.45352341038899546,0.306712049557214,0.5995597039069329,0.3679260299703875,0.9391034712435458,0.46627091925609404,0.31697659458323174,0.9850784515166701,0.5908028662621558,0.23307913541793823,0.9234265915864238,0.8602409153187254,0.9310047626495361,0.9216412007808685,0.9906836740280399,0.9445942506605164,0.896585593525363,0.9941546969942809,0.7615721027056376,,,,,,,,
68,8.162465429985958e-05,1.790661564240089,0.45576466713414504,0.3053312825350109,0.593352577903054,0.3692527092420138,0.9373941077233969,0.4640709172743864,0.3116670738744106,0.9830099786077429,0.5830038644217111,0.2650949607292811,0.9185481268977486,0.851704348879652,0.9126262366771698,0.9182257652282715,0.9902710363672339,0.9425628127527491,0.8930408549300463,0.9917169358994461,0.7431482970714569,,,,,,,,
