epoch,train_acc,train_d21_acc,train_d21_f1,train_d21_iou,train_f1,train_iou,train_loss,train_prec,train_rec,val_acc,val_d21_acc,val_d21_f1,val_d21_iou,val_f1,val_iou,val_loss,val_prec,val_rec
1,0.6678100824356079,0.9871643448216879,0.051413878852858745,0.028644554974707685,0.09245287626981735,0.05660237744450569,1.6225462817953995,0.23018628358840942,0.07130499184131622,0.6602730751037598,0.9874306536735372,0.0,0.0,0.025670083239674568,0.020805245265364647,1.2615924693168479,0.28233230113983154,0.031087851151823997
2,0.6899921298027039,0.9874756295730005,0.11929499923892413,0.07029197835908592,0.1588313728570938,0.09519194066524506,1.4609258375176368,0.3480026423931122,0.11604683846235275,0.6811825037002563,0.9849892474235372,0.18645975205728654,0.11213733345032373,0.09896164387464523,0.06287090480327606,1.0960647451116683,0.2794678807258606,0.08474384993314743
3,0.6936905980110168,0.9874843021287143,0.13850957454257337,0.0839517023185496,0.176918163895607,0.10588523745536804,1.4343538513079193,0.36953204870224,0.1281372457742691,0.6741116642951965,0.9869267889793883,0.04540832205969202,0.024402958915588704,0.0865810364484787,0.05401423200964928,1.3717988272930712,0.33737388253211975,0.06804598122835159
4,0.6953391432762146,0.9875771912002904,0.14501860196355784,0.08841609751299637,0.1834586262702942,0.10980747640132904,1.4240743363137964,0.38135865330696106,0.13232451677322388,0.6636398434638977,0.9874306536735372,0.0,0.0,0.03976152092218399,0.028182851150631905,1.802468554770693,0.42129963636398315,0.0387209951877594
5,0.6964768171310425,0.9876492988647788,0.14986375979960745,0.09230051277404264,0.1886959969997406,0.11293643712997437,1.4131488219982178,0.3887891471385956,0.13579489290714264,0.6899282932281494,0.9860541161070479,0.16219999780445044,0.10198365425334331,0.16487948596477509,0.09812632203102112,1.7796684757192085,0.40864309668540955,0.11757159978151321
6,0.6975492835044861,0.9876269902151754,0.15574460149254832,0.09638980345907051,0.19472680985927582,0.11662572622299194,1.4074380068346473,0.3938005864620209,0.14018113911151886,0.6665459275245667,0.9874306536735372,0.0,0.0,0.05179513990879059,0.03450409695506096,1.874074413421306,0.37920188903808594,0.04501725360751152
7,0.6983146071434021,0.9877257155349364,0.15604494955093517,0.09642155127457515,0.19725947082042694,0.11817052960395813,1.4008797205272159,0.3995667099952698,0.1417439877986908,0.6785809993743896,0.9874306536735372,0.000559910422187769,0.000283687950131741,0.1121549904346466,0.06880290806293488,1.3075514600632039,0.3943893611431122,0.08343398571014404
8,0.6994420289993286,0.9877734964079256,0.16353461498373795,0.10192791512111157,0.20159132778644562,0.12084325402975082,1.3960344927773292,0.40889567136764526,0.14449401199817657,0.6704875826835632,0.9874306536735372,0.0,0.0,0.07669930905103683,0.048184480518102646,1.8977090551498088,0.44576296210289,0.05961475148797035
9,0.6999882459640503,0.9878178955296303,0.1677038382984845,0.10524724953445015,0.2038194090127945,0.12219937890768051,1.391452146306221,0.4315747618675232,0.14607277512550354,0.6703090667724609,0.9874202647107713,0.003255115107542874,0.0016744340314192975,0.0725073292851448,0.04549773037433624,1.8952794556922101,0.4327108860015869,0.05637568607926369
10,0.7003699541091919,0.9879048938086461,0.16743483114581983,0.10478730139096198,0.20676535367965698,0.12404035031795502,1.3885201536937948,0.4179728031158447,0.14795474708080292,0.6696068644523621,0.9871228806515957,0.022700050254372505,0.012409675658304007,0.06816937029361725,0.04322357848286629,1.3216002748367635,0.4408266842365265,0.05409618094563484
11,0.7011548280715942,0.9878920758803899,0.16878062356201237,0.10583643495688635,0.20850889384746552,0.1250992715358734,1.3856436772683138,0.41838139295578003,0.14932668209075928,0.6631214022636414,0.9874306536735372,0.0,0.0,0.03784690424799919,0.027133451774716377,1.0781042106608127,0.3979319930076599,0.037437137216329575
12,0.7018394470214844,0.9879106755124554,0.1725008852304994,0.10924052357631199,0.21167947351932526,0.12707114219665527,1.383041559584552,0.4244984984397888,0.1514301300048828,0.6681393980979919,0.9874306536735372,0.0,0.0,0.05865119397640228,0.03856879845261574,1.238594652490413,0.47467368841171265,0.049303628504276276
