epoch,split,loss,acc_all,acc_no_bg,acc_macro,prec_macro,rec_macro,f1_macro,iou_macro,d21_cls_acc,d21_cls_f1,d21_cls_iou,d21_bin_acc_all,d21_bin_f1,d21_bin_iou,sec
19,train,2.004658468146073,0.061890183833607455,0.32536670849257293,0.3277958631515503,0.3600112795829773,0.3277958631515503,0.3302890658378601,0.19837835431098938,0.3367764868684572,0.3747637174127306,0.23059030093200164,0.9358658104610696,0.1528545951972295,0.08448425269597093,10.72625184059143
19,val,0.5737003112832705,0.14758043791118422,0.7967934842934843,0.805131196975708,0.7932134866714478,0.805131196975708,0.7962682247161865,0.664401113986969,0.8252029187498358,0.8749130687308746,0.7776404233942844,0.9664362952821239,0.4345271678832014,0.2789504276189683,10.72625184059143
20,train,2.0026929470530725,0.06173561497738487,0.32455411501054654,0.3282308578491211,0.3619364798069,0.3282308578491211,0.3301260471343994,0.1983019858598709,0.34281676192723654,0.3648282647359073,0.22311312197880287,0.9307510108277095,0.15012448435848963,0.08299322964112665,10.730423927307129
20,val,0.7994442482789358,0.15217927631578948,0.8216228216228216,0.8254559636116028,0.82314133644104,0.8254559636116028,0.8191070556640625,0.6952368021011353,0.9324424038690395,0.8928753630161531,0.8064813501625255,0.9103279113768128,0.2546978636116177,0.14663566498004485,10.730423927307129
21,train,1.998687067784761,0.061723193787691887,0.32448881480693376,0.32771897315979004,0.36842113733291626,0.32771897315979004,0.3315712511539459,0.1994088739156723,0.34481051178377176,0.36732433426297695,0.2249830435219787,0.9296281245715415,0.15156033439065036,0.08419009121158476,10.758700370788574
21,val,0.5140026857455572,0.15355160361842105,0.829032079032079,0.8370408415794373,0.826573371887207,0.8370408415794373,0.8293886184692383,0.710495114326477,0.8581618430754626,0.8801715388976044,0.7859878350974048,0.9445826212563647,0.3280998163500675,0.1969938940688625,10.758700370788574
22,train,2.002957052306125,0.06188536526864035,0.3253413765170335,0.3288955092430115,0.363844096660614,0.3288955092430115,0.331270694732666,0.19916987419128418,0.34305942227161745,0.3699210371474058,0.22693443181250741,0.9324206435888096,0.1512081363637231,0.08381949802069498,10.800123691558838
22,val,0.5324679662783941,0.14810469777960528,0.7996239871239871,0.8053692579269409,0.7953792810440063,0.8053692579269409,0.7985237836837769,0.6661581993103027,0.8160203328680691,0.8526879367527791,0.7432048984462789,0.9663874308266739,0.43093868515804745,0.2754557875432998,10.800123691558838
23,train,2.0059353761505663,0.061588809364720394,0.3237823341557781,0.3281016945838928,0.3617085814476013,0.3281016945838928,0.32955801486968994,0.19793368875980377,0.34011470620061646,0.37086672380530167,0.2276466482592671,0.9359577379727186,0.16283561395018598,0.09131772718392309,10.844104051589966
23,val,0.4948414588967959,0.15492393092105264,0.8364413364413364,0.841132640838623,0.8344579339027405,0.841132640838623,0.835635781288147,0.7197750210762024,0.8723456587678343,0.9094017044099544,0.8338557993723872,0.9585978190102686,0.4022164876500168,0.2531755620568017,10.844104051589966
24,train,2.006604354005111,0.061777268794544954,0.3247730958657653,0.32879358530044556,0.3727015256881714,0.32879358530044556,0.33299100399017334,0.20044657588005066,0.34630910337001614,0.367370503245426,0.22501768470932676,0.9287478798312725,0.1439983400523246,0.07927069631156056,10.893330574035645
24,val,0.8625741104284922,0.1427503083881579,0.7707153957153957,0.7696284055709839,0.7820192575454712,0.7696284055709839,0.7694573998451233,0.6288698315620422,0.8382389112069867,0.8360454606956462,0.7182801742302105,0.9612350463865704,0.4039454853968328,0.25394738919106513,10.893330574035645
25,train,2.0023853644990086,0.0618066620408443,0.3249276209165559,0.32851749658584595,0.37520259618759155,0.32851749658584595,0.3338446617126465,0.20108211040496826,0.34521057343261596,0.3695760496224355,0.22667482015317444,0.9292598255892216,0.1487853001368775,0.08215662489750142,10.918485403060913
25,val,0.8600688974062601,0.149072265625,0.8048479298479299,0.8130875825881958,0.8010638952255249,0.8130875825881958,0.804589033126831,0.6765425205230713,0.9143231942273392,0.9112972370830691,0.8370487127517547,0.96778306506914,0.47207422370384894,0.3104984581495144,10.918485403060913
26,train,1.9923978387263783,0.06192717970463268,0.3255612017714369,0.3298777937889099,0.379386842250824,0.3298777937889099,0.3350051939487457,0.2019793689250946,0.3397867868163179,0.375024198861584,0.2307875629203922,0.9351620322778179,0.16059651832417216,0.0894507945946276,10.95666790008545
26,val,0.4172971174120903,0.1584254214638158,0.8553460428460429,0.8559120893478394,0.8520147800445557,0.8559120893478394,0.8532758355140686,0.7460912466049194,0.9369517094359785,0.9269578568646019,0.8638597021688231,0.955759865896895,0.39766904454320096,0.2486469734105666,10.95666790008545
27,train,1.9863614485974896,0.062324229457922146,0.32764855655588715,0.3312663435935974,0.3819333612918854,0.3312663435935974,0.33701035380363464,0.20346176624298096,0.329795083176741,0.388606707253007,0.24116192801014213,0.9470862137642473,0.1787064516183763,0.10073858981353097,10.986872673034668
27,val,0.5513236075639725,0.15508840460526316,0.8373293373293373,0.8395079374313354,0.8369544148445129,0.8395079374313354,0.8359593152999878,0.7203606963157654,0.8869394113299278,0.9065236469059812,0.8290290443705808,0.9546648661294098,0.38529765776318176,0.24002291578420484,10.986872673034668
28,train,1.988939477058879,0.062356299684758774,0.3278171549264219,0.33097130060195923,0.38340941071510315,0.33097130060195923,0.3375875949859619,0.20385634899139404,0.3421182936386806,0.3736694267125454,0.22976228753649747,0.9329688892028467,0.15755597040444316,0.08766145728289393,11.015479564666748
28,val,0.4793885697921117,0.15481214021381579,0.8358377733377733,0.8389275074005127,0.8312880992889404,0.8389275074005127,0.8332898616790771,0.7158865928649902,0.8120849389187406,0.8769366926849395,0.7808435159631211,0.9721472603932652,0.4765953051676705,0.31411774538134885,11.015479564666748
29,train,1.9851067729163587,0.0629180908203125,0.33077058180792623,0.3325667977333069,0.381460577249527,0.3325667977333069,0.3391823172569275,0.2049504816532135,0.3369535633359784,0.3840518722818039,0.23766349411941026,0.9400101511100554,0.1608116656273078,0.0896304906918375,11.037207126617432
29,val,0.6157209624846777,0.1528101870888158,0.8250291375291375,0.8364390730857849,0.821449875831604,0.8364390730857849,0.82554030418396,0.7050626277923584,0.8638189718776225,0.901630220501941,0.8208804051415497,0.9791194370813222,0.5628311107541043,0.39331562101123013,11.037207126617432
30,train,1.9765451332979036,0.06351907295093202,0.3339300420904847,0.3357378840446472,0.39617395401000977,0.3357378840446472,0.3444088399410248,0.20890697836875916,0.33927195338296917,0.379358954621139,0.23407957103586616,0.9380152652136734,0.16330126556579738,0.0914653240255936,11.059380054473877
30,val,0.5069389666120211,0.15673571134868422,0.8462232212232212,0.8461490869522095,0.8450096845626831,0.8461490869522095,0.844668984413147,0.7325748205184937,0.9162089038280591,0.9028843773223769,0.8229619265035547,0.9529564267111624,0.380714710704763,0.2361665376323662,11.059380054473877
31,train,1.9771392165568837,0.06230367024739583,0.32754047346025217,0.3318152129650116,0.384933739900589,0.3318152129650116,0.3376491665840149,0.20392057299613953,0.33735034579097967,0.3858474541607536,0.23904026990665636,0.940074291563728,0.16600129788543255,0.09275613679124485,11.093586444854736
31,val,0.5271391769250234,0.15326377467105262,0.8274780774780774,0.8243036270141602,0.8302974700927734,0.8243036270141602,0.8253360986709595,0.7041643261909485,0.9148971058449497,0.8956218096810624,0.8109738372087129,0.9508750552221374,0.3674928049155306,0.2256339236427001,11.093586444854736
32,train,1.9881787509248967,0.06279971474095394,0.33014825960884053,0.33381250500679016,0.39890435338020325,0.33381250500679016,0.34264135360717773,0.20765188336372375,0.3362550950474225,0.3819118635895218,0.2360266175011627,0.9386383056639217,0.16292838507632593,0.09084198570747211,11.099678754806519
32,val,0.5926746974388758,0.15167814555921053,0.8189171939171939,0.8279284834861755,0.8131108283996582,0.8279284834861755,0.8174535036087036,0.6990824937820435,0.8862015249644287,0.9118825613340491,0.8380369049458536,0.9525992983861998,0.37508289914850884,0.23171285985546164,11.099678754806519
33,train,1.976784856695878,0.06299218964158443,0.3311601312984439,0.33433443307876587,0.39371055364608765,0.33433443307876587,0.34196335077285767,0.2070569396018982,0.3516804228848264,0.3668887987532829,0.2246563519894041,0.9270948443495014,0.15180052275039696,0.08406201961981091,11.114662408828735
33,val,0.5289862329761187,0.15357601768092105,0.8291638916638917,0.8340427875518799,0.8259038925170898,0.8340427875518799,0.8269939422607422,0.7067317366600037,0.8980896941863588,0.8817515847940706,0.788511373451779,0.9544597807383202,0.3813201371002939,0.23623658946843265,11.114662408828735
34,train,1.9762551203108671,0.06307030393366228,0.33157079076857776,0.33558446168899536,0.39630627632141113,0.33558446168899536,0.34369489550590515,0.20834697782993317,0.3485881430908911,0.3747490383522156,0.23057918642332037,0.9303323846112888,0.15618231899016866,0.08712109082969502,11.146330118179321
34,val,0.5584295690059662,0.15450760690789472,0.8341935841935842,0.8339561223983765,0.832938015460968,0.8339561223983765,0.8321872353553772,0.7150627374649048,0.9044027219800734,0.9156636457014344,0.8444461456014357,0.9571151733396959,0.3992990803839855,0.2504340646300153,11.146330118179321
35,train,1.9807628453823558,0.06281727573327851,0.3302405805863621,0.3345121741294861,0.3948376774787903,0.3345121741294861,0.341536283493042,0.20681056380271912,0.3423248828507887,0.37956604634400953,0.23423728661436585,0.9350040904261193,0.1575792805206412,0.08776886728729459,11.136937856674194
35,val,0.5498654494682947,0.14881270559210527,0.8034465534465535,0.8085163235664368,0.8037233948707581,0.8085163235664368,0.8031792640686035,0.6747527122497559,0.9272771993105458,0.9124646985100193,0.8390207715127307,0.9528014773412781,0.3807623267310045,0.2356325224622837,11.136937856674194
36,train,1.969348378767047,0.0627813506544682,0.33005171663539573,0.3331740200519562,0.3983253836631775,0.3331740200519562,0.34231454133987427,0.20743727684020996,0.3358747085616362,0.38288876311840614,0.23677330318938125,0.9397072775320662,0.1638785134933394,0.09154188760181256,11.149685621261597
36,val,0.6060011262694994,0.144873046875,0.7821761571761572,0.7878262996673584,0.7892987132072449,0.7878262996673584,0.7836540937423706,0.6511406898498535,0.903828810362463,0.9098336928495089,0.8345824816406733,0.9671923319497205,0.4632033273298528,0.30264805934811134,11.149685621261597
37,train,1.9768014284602382,0.06281882838199013,0.3302487431118136,0.33362966775894165,0.3765394985675812,0.33362966775894165,0.3376602232456207,0.203799307346344,0.3417575823159522,0.37569550216793335,0.23129623095001384,0.9354112056262298,0.16088351541939502,0.0903706796221516,11.145668506622314
37,val,0.5373864670594534,0.15562422902960527,0.8402222777222778,0.8458328247070312,0.8350774049758911,0.8458328247070312,0.8389495015144348,0.7247973680496216,0.9360498483225907,0.9218409316172831,0.855013854563877,0.9477115812754304,0.3704620435993353,0.22926419894243474,11.145668506622314
38,train,1.973019232038866,0.06308010168242872,0.3316222991188413,0.3355191946029663,0.39351898431777954,0.3355191946029663,0.34259217977523804,0.20753173530101776,0.3559532124622366,0.36357941799257126,0.2221796939602545,0.923788934004793,0.14681168261516905,0.08106156037220644,11.173665523529053
38,val,1.106121261914571,0.15059621710526316,0.8130758130758131,0.8253320455551147,0.8170812726020813,0.8253320455551147,0.8165960311889648,0.6946943998336792,0.9376895958014776,0.919964602465654,0.851791167050829,0.9682742527551519,0.4824465316457886,0.3199278174380609,11.173665523529053
39,train,1.957773344349443,0.06325383771929824,0.33253565757023573,0.33647391200065613,0.403682142496109,0.33647391200065613,0.3457869291305542,0.20999538898468018,0.34641403757299166,0.3735772875855293,0.22969261978739233,0.9311008921839314,0.1555417371984192,0.08635943526826174,11.182724952697754
39,val,0.5087798275053501,0.15808362458881578,0.853500666000666,0.854425847530365,0.8570162653923035,0.854425847530365,0.8535287976264954,0.7466058731079102,0.9082561285554577,0.9263703591773232,0.8628397850293147,0.9617749168757818,0.42634719221369327,0.272049674570236,11.182724952697754
40,train,1.9871624252252411,0.06289431923314144,0.33064561072859827,0.3342345654964447,0.3862905502319336,0.3342345654964447,0.340878427028656,0.2062709629535675,0.35204113420755484,0.36840948836023585,0.22579776717733385,0.9276398775868924,0.15384004251170674,0.0859018985219866,11.209136724472046
40,val,0.44692396124204,0.15592362253289474,0.8418387168387168,0.8487723469734192,0.8381613492965698,0.8487723469734192,0.8422046899795532,0.7303960919380188,0.9150610805928383,0.9314416807926047,0.8716807247728274,0.9641511099677641,0.4439633458754517,0.2864408006152442,11.209136724472046
41,train,1.9780146329026473,0.06316324869791666,0.3320594164300942,0.33576732873916626,0.3855675458908081,0.33576732873916626,0.34122952818870544,0.20651690661907196,0.3579305663495569,0.36063991676118284,0.21998822988801825,0.9221400746126613,0.1478017413650733,0.0817683205188257,11.243558883666992
41,val,0.4629542827606201,0.15785747327302632,0.8522796647796648,0.8559293150901794,0.8508089780807495,0.8559293150901794,0.852096438407898,0.7438166737556458,0.9092399770427898,0.9154696994736411,0.8441163038507808,0.9633416675384487,0.43696476496457287,0.2809713847656515,11.243558883666992
42,train,1.9571408202773646,0.06372846636855811,0.335030857160871,0.33855903148651123,0.3927527070045471,0.33855903148651123,0.3447880446910858,0.20915323495864868,0.3431905900253369,0.3848384123591195,0.23826620283941868,0.9385957416733773,0.16370570937259266,0.09148338019345041,11.273798942565918
42,val,0.538849209745725,0.15154708059210525,0.8182095682095682,0.8175534009933472,0.825446367263794,0.8175534009933472,0.8175743818283081,0.6946355104446411,0.9484299417881868,0.9173307907700822,0.8472863107003242,0.9547413417269732,0.3954046538744753,0.2472971633328063,11.273798942565918
43,train,1.955834440390269,0.06336594966419956,0.3331250482011201,0.33766040205955505,0.40115129947662354,0.33766040205955505,0.3458005487918854,0.2100117951631546,0.33927851177065516,0.3866403785090743,0.23964922602267985,0.9399496513499113,0.16181238073100898,0.09027897507997051,11.269960880279541
43,val,0.6166140933831533,0.15877492804276316,0.8572330447330447,0.8616690635681152,0.8573603630065918,0.8616690635681152,0.8573824167251587,0.7522550225257874,0.9134213331139514,0.9264864814867388,0.8630412890224936,0.973225729805932,0.5171397706553381,0.3512556293627857,11.269960880279541
44,train,1.9715173102261727,0.06304888808936404,0.33145820421062466,0.3358525037765503,0.39607852697372437,0.3358525037765503,0.34322649240493774,0.208114892244339,0.3328348958691886,0.3914233053175597,0.2433351873339732,0.9443153247497194,0.16995816964363186,0.09529194361823311,11.263112783432007
44,val,0.6488088990251223,0.15499203330592104,0.8368090243090243,0.8339880704879761,0.8360852599143982,0.8339880704879761,0.8338850736618042,0.7168225646018982,0.9172747396893356,0.9085593583260088,0.8324404761898567,0.9695247468492738,0.48419163650752184,0.32062251114075035,11.263112783432007
45,train,1.9620001849375273,0.06313240988212719,0.33189729178664173,0.33574777841567993,0.3941289186477661,0.33574777841567993,0.34266194701194763,0.20757833123207092,0.3342154364770855,0.3866728331773545,0.2396741635390449,0.9427426522236778,0.16912493950590535,0.09466711672438827,11.2604238986969
45,val,0.7973888168732325,0.15438039679276316,0.833506771006771,0.8426295518875122,0.8309153318405151,0.8426295518875122,0.8324122428894043,0.7150022387504578,0.8702959744192258,0.9056394455662996,0.8275512590622689,0.9721610659643218,0.4945441517797127,0.3301116724056934,11.2604238986969
46,train,1.9578747485813341,0.06329217208059211,0.33273718750897174,0.33664608001708984,0.4017641842365265,0.33664608001708984,0.3455122113227844,0.20976871252059937,0.34259705593975653,0.380028112688115,0.23458932945928243,0.9355198374964313,0.1634743489450047,0.09131364809014476,11.258749008178711
46,val,0.4916597207387288,0.1564247532894737,0.8445443445443446,0.8459423780441284,0.841637372970581,0.8459423780441284,0.8426609039306641,0.7297322750091553,0.8775928507002725,0.9093921193845357,0.8338396821680814,0.9722882225398424,0.49793687953564,0.3335790252445905,11.258749008178711
47,train,1.9548494431010464,0.06366967987595942,0.3347218070592898,0.3384075164794922,0.39988741278648376,0.3384075164794922,0.3465069532394409,0.2105145901441574,0.3421248520263666,0.3853543717395993,0.23866189031782303,0.9378185071441817,0.16714490662007386,0.09376738562570322,11.253697633743286
47,val,0.7087564418713251,0.14308696546052632,0.7725330225330226,0.784248948097229,0.785843014717102,0.784248948097229,0.7772079706192017,0.6391221880912781,0.8284004263336653,0.8354210541587902,0.7173588924382553,0.9516726902551546,0.35036450816671705,0.2131508175146902,11.253697633743286
48,train,1.9674099987013298,0.06337938810649671,0.3331956962662357,0.33673062920570374,0.39297497272491455,0.33673062920570374,0.3437870442867279,0.20842701196670532,0.34757487219340855,0.37564012559264065,0.23125425444643694,0.9313083581755721,0.15697271803343474,0.08726887132366677,11.279385805130005
48,val,0.6221385324994723,0.15061934621710527,0.8132006882006882,0.820484459400177,0.8196173906326294,0.820484459400177,0.8168141841888428,0.6956754326820374,0.9349020250873699,0.9259815614457627,0.8621654317247375,0.9323579697380442,0.30419194424819035,0.18009432295186636,11.279385805130005
49,train,1.9637671087917528,0.06350547388980263,0.3338585496261845,0.3381783962249756,0.3991301357746124,0.3381783962249756,0.34554457664489746,0.20979277789592743,0.3411542106488429,0.3864686155940391,0.2395172634491849,0.9381364788924007,0.16565039190676342,0.09318220809269022,11.26508641242981
49,val,0.5240646600723267,0.1527151007401316,0.824515762015762,0.8346177339553833,0.8257557153701782,0.8346177339553833,0.8275872468948364,0.7089906930923462,0.8810363204059349,0.8714975011837324,0.7722601509157224,0.9581980024063811,0.3995085855347131,0.25101479880455796,11.26508641242981
50,train,1.9492213052615786,0.06406822873834978,0.3368170429027967,0.3395434319972992,0.40472865104675293,0.3395434319972992,0.34897369146347046,0.21230420470237732,0.35585811584079,0.3699663121179361,0.22696851052437367,0.9263131124930055,0.15905005449787532,0.08853704260179247,11.272704601287842
50,val,0.5361176083485285,0.15794356496710527,0.8527444777444777,0.857765793800354,0.8501657247543335,0.857765793800354,0.8522660136222839,0.7450108528137207,0.910715749773788,0.932309365936604,0.8732017923112387,0.9717087518599689,0.5015840484377533,0.3368302642761896,11.272704601287842
