scope,row_i,sample_name,jaw,path,model_count,score_composite_mean_across_models,score_composite_std_across_models,score_composite,d21_f1,d21_iou,f1_macro,iou_macro,acc_no_bg,models_available
GLOBAL_MEAN_ACROSS_MODELS,52,AQLXAN8L,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/AQLXAN8L,4,0.9483548599240356,0.014943447850658842,0.9483548599240356,0.9633554432068525,0.9293082430236282,0.9534809944915006,0.9132275587909368,0.9528388278388278,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,53,L8IYFLQP,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/L8IYFLQP,4,0.943286336254557,0.015069621745773813,0.943286336254557,0.945647443457577,0.8971258816284,0.9590723624393473,0.922778095663727,0.9572649572649572,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,54,CK45DVLG,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/CK45DVLG,4,0.9200083708931592,0.03625353934339011,0.9200083708931592,0.930662023628718,0.8729341368034532,0.935937368825102,0.8827720674900987,0.9381868131868131,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,55,0154T9CN,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/0154T9CN,4,0.9188871954727049,0.08099809233407153,0.9188871954727049,0.9739692816685661,0.9497371459193558,0.8877063257319524,0.8399038928217353,0.9117826617826618,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,56,APLDXK7R,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/APLDXK7R,4,0.6813245248901378,0.012084696514827086,0.6813245248901378,0.9657179045016056,0.9342669940924274,0.40744917479873766,0.38641311575860265,0.4333028083028083,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,57,ENQ0R553,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/ENQ0R553,4,0.924160807306053,0.04323348989890383,0.924160807306053,0.9462444776974235,0.8999338143662394,0.9296017098741376,0.8745525639552276,0.9339133089133089,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,58,VR3C4L0M,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/VR3C4L0M,4,0.9361474671801873,0.0436570984656839,0.9361474671801873,0.9643029112085391,0.932175255392147,0.9326166162117729,0.8833674300918982,0.929945054945055,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,59,PBG8YZJ9,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/PBG8YZJ9,4,0.9496263694462777,0.03203786788860114,0.9496263694462777,0.9741502774554529,0.9497649977477151,0.9460841552942022,0.9041207675800027,0.9438339438339438,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,60,01KRCSKD,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/01KRCSKD,4,0.9106076532228353,0.042676848462869,0.9106076532228353,0.9664151528600285,0.9354761814756376,0.8862026503189143,0.8233976568523695,0.8908730158730158,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,61,013ZD6EX,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/013ZD6EX,4,0.9067582900805635,0.032845641201575945,0.9067582900805635,0.9622180770792425,0.9273617740885322,0.8865608610040564,0.8160361451597126,0.8998778998778999,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,62,202Z1L1N,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/202Z1L1N,4,0.776198520590641,0.05055993922978157,0.776198520590641,0.9170548408241332,0.8501065525665106,0.672573622124641,0.5981107785896561,0.7107753357753358,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,63,9U19TREK,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/9U19TREK,4,0.93937629463563,0.030022395705517575,0.93937629463563,0.9443234041067785,0.8952377280834809,0.9538445561582374,0.9150138141707258,0.9555860805860805,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,64,01AS9ER0,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/01AS9ER0,4,0.9536764601341733,0.02587599148509036,0.9536764601341733,0.966690352420551,0.936293859547979,0.9586158532431208,0.9227092824524701,0.961080586080586,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,65,08VJ02L0,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/08VJ02L0,4,0.8333250926555488,0.01758726736909083,0.8333250926555488,0.9525100653683363,0.9099354288401329,0.732385854284328,0.695894385601195,0.7538156288156288,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,66,01FC0082,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/01FC0082,4,0.9206313269252331,0.03723512897283307,0.9206313269252331,0.9481049039906873,0.9031302522060035,0.9060911975424196,0.8802243021771383,0.9629120879120878,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,67,56R9FBMK,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/56R9FBMK,4,0.9652749540737727,0.011282605071890946,0.9652749540737727,0.9731946993281833,0.9479694412072898,0.970612920711808,0.9440974969269167,0.9711538461538461,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,68,SW62DGWI,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/SW62DGWI,4,0.9641406609351326,0.016795429058026345,0.9641406609351326,0.9704951151625546,0.9427673649989126,0.9707755792534817,0.9447968341619399,0.9710012210012211,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,69,6X24ILNE,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/6X24ILNE,4,0.9092777004433815,0.04333662396163817,0.9092777004433815,0.9272977488560802,0.8670548933939299,0.9207614344958912,0.8617538695654743,0.9203296703296703,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,70,BIIEY91S,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/BIIEY91S,4,0.9209539102410039,0.029216198143762775,0.9209539102410039,0.9378034909773543,0.8831667146330971,0.9302694741557169,0.8779391848535901,0.9416971916971917,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,71,3EU06ZN9,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/3EU06ZN9,4,0.31210786822202363,0.05644890884384941,0.31210786822202363,0.26262006060563203,0.15684858828155876,0.4007660699422414,0.3224252817345892,0.44688644688644685,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,72,QQKBAWLF,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/QQKBAWLF,4,0.7995150923115827,0.040318721915172835,0.7995150923115827,0.9124246005624298,0.8405019787970786,0.7346499477691008,0.6385612203523698,0.7736568986568986,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,73,1LYSVDBP,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/1LYSVDBP,4,0.9224500367340464,0.0698528546941826,0.9224500367340464,0.9570821732784512,0.9195871549701826,0.903158487600177,0.8724773127791056,0.9586385836385837,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,74,K6LK1YRK,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/K6LK1YRK,4,0.9374148016412018,0.03093639900190196,0.9374148016412018,0.9718079486505212,0.9455994446219586,0.9298760625236081,0.8761672467401564,0.9340659340659341,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,75,019GGYZ4,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/019GGYZ4,4,0.9482575120685072,0.03718173602768676,0.9482575120685072,0.962942006589373,0.9297200714045858,0.9531829960980296,0.913963038997253,0.9523809523809523,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,76,K8SZYQ72,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/K8SZYQ72,4,0.9331497238848512,0.036215342639840074,0.9331497238848512,0.9411648476599281,0.8909127155974594,0.9470436025475756,0.9032255976719727,0.9461233211233211,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,77,WINM1RGX,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/WINM1RGX,4,0.9360677200649961,0.014453518724398616,0.9360677200649961,0.9649308427331995,0.9322703439560327,0.930366399092089,0.8840427957014959,0.9337606837606838,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,78,0171X5EV,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/0171X5EV,4,0.9567757505164015,0.01492133646025662,0.9567757505164015,0.9672594621086279,0.9367821032959371,0.9628677723179848,0.9297163055303653,0.9636752136752136,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,79,4OTQF1P6,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/4OTQF1P6,4,0.9239496524455364,0.058468611698743116,0.9239496524455364,0.981557180499189,0.9640613853685557,0.8871504227014391,0.8455338260823284,0.9168192918192918,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,80,016G9TFH,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/016G9TFH,4,0.9569407547714028,0.012979813901564578,0.9569407547714028,0.9736006802529192,0.9487781170731482,0.9585363927723821,0.9220252658073906,0.9612332112332111,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,81,9TLHF8TV,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/9TLHF8TV,4,0.9330352490685686,0.025647796778756726,0.9330352490685686,0.9624194421956658,0.9280389616405696,0.9291586462436661,0.8781434656392766,0.9291819291819292,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,82,2HVVCR7B,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/2HVVCR7B,4,0.765340473513358,0.17040898624848788,0.765340473513358,0.87186222921716,0.7804572440207997,0.6981669814645066,0.6194704541546052,0.7039072039072038,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,83,01HJHZ5X,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/01HJHZ5X,4,0.9515367640405152,0.019410412542558857,0.9515367640405152,0.9646671893512817,0.9325928653209816,0.957116725307802,0.9196959521516954,0.9604700854700854,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,84,AD8EQEUR,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/AD8EQEUR,4,0.5549941042559441,0.19932641415394076,0.5549941042559441,0.49349734442572724,0.3637276222103328,0.6669747972291508,0.566006930943171,0.7216117216117216,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,85,01909P9K,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/01909P9K,4,0.9641863634533522,0.015975083955471002,0.9641863634533522,0.9779707445969286,0.9572297663112849,0.9653988891174434,0.9354050755021083,0.9621489621489621,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,86,HM1A4QZR,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/HM1A4QZR,4,0.9369245388967898,0.032381661023585334,0.9369245388967898,0.9540816746671488,0.913583628123902,0.9413175958086785,0.8982172104441831,0.9474969474969475,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,87,013Z9SM2,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/013Z9SM2,4,0.8575381774167431,0.052704873627171744,0.8575381774167431,0.9585849008208439,0.9250683059597603,0.7785971236621838,0.7343857843631006,0.9175824175824177,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,88,MAIPESOV,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/MAIPESOV,4,0.9267154928732697,0.020246109646093524,0.9267154928732697,0.9204939121316845,0.852962731261416,0.9530416329340168,0.9128325142956926,0.9532967032967032,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,89,015RHV4X,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/015RHV4X,4,0.927618271372348,0.032065405440930214,0.927618271372348,0.9582785742182086,0.9205237852728564,0.9211814114265542,0.8727345256264203,0.938949938949939,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,90,017FADFV,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/017FADFV,4,0.9432531761051228,0.029746963317275762,0.9432531761051228,0.9547457432445757,0.914219282573974,0.952036892059942,0.911484325871398,0.9539072039072038,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,91,01MAVT6A,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/01MAVT6A,4,0.9757940543114525,0.014423578441995172,0.9757940543114525,0.9864362163859272,0.9735940652652957,0.9759655921787065,0.9543381922952491,0.9755799755799757,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,92,VXRFUE19,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/VXRFUE19,4,0.9537410787042775,0.041798270111605355,0.9537410787042775,0.9822396287259199,0.966216216163915,0.9403913882177715,0.9100936691474988,0.9450549450549451,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
GLOBAL_MEAN_ACROSS_MODELS,94,0177JSNX,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/0177JSNX,4,0.9158657290176448,0.04130985850937764,0.9158657290176448,0.9617913541802561,0.9264766472271186,0.8900774211173744,0.8498027865926928,0.9409340659340659,"PointNet,PointNetPP,DGCNN,PointNetTransformer"
