epoch,train_acc,train_d21_acc,train_d21_f1,train_d21_iou,train_f1,train_iou,train_loss,val_acc,val_d21_acc,val_d21_f1,val_d21_iou,val_f1,val_iou,val_loss
1,0.07091742753982544,0.8795333862304687,0.05232154001716021,0.028090952984271816,0.0328235849738121,0.01704474166035652,3.478070171255814,0.09127133339643478,0.9464320242404938,0.0,0.0,0.01686859503388405,0.009050428867340088,3.179091970125834
2,0.07234440743923187,0.9323598359760485,0.015770156713613155,0.008054714644171517,0.03373563289642334,0.017572958022356033,3.3128283513219734,0.0712447315454483,0.9464320242404938,0.0,0.0,0.02088366262614727,0.011369758285582066,3.096188167730967
3,0.07748774439096451,0.9304561012669613,0.020774719797019472,0.010702044782718937,0.036262962967157364,0.0189422108232975,3.2834043302034077,0.09361186623573303,0.9464320242404938,0.0,0.0,0.0227087140083313,0.012443974614143372,3.028405487537384
4,0.07384679466485977,0.93541673359118,0.01309438285160483,0.0066849709243366594,0.03523844853043556,0.018392201513051987,3.23846400286022,0.14346858859062195,0.9464320242404938,0.0,0.0,0.03480856120586395,0.02066270262002945,2.9799503286679587
5,0.08131272345781326,0.9357049640856291,0.014804572170367979,0.00759854972887919,0.0396965853869915,0.020826837047934532,3.1788481624502887,0.10011950135231018,0.9464224874973297,2.2240014873610295e-05,1.1121491600836938e-05,0.027955779805779457,0.015419287607073784,2.9576354225476584
6,0.07657507061958313,0.9340240478515625,0.01862046802053621,0.00962087921311889,0.0362902469933033,0.01908082515001297,3.2251714844452706,0.09670153260231018,0.9464320242404938,0.0,0.0,0.0234297476708889,0.012989801354706287,2.928488810857137
7,0.0749601274728775,0.9398929796720806,0.0038870577801721033,0.001955716782456301,0.03381391242146492,0.01767478883266449,3.172675067500064,0.09970510751008987,0.9464320242404938,0.0,0.0,0.02589147910475731,0.014327296055853367,2.8626264929771423
8,0.07974628359079361,0.9380345796283923,0.009500121004737256,0.00486377499067825,0.03578314557671547,0.01873878948390484,3.18555607168298,0.12643785774707794,0.9464320242404938,0.0,0.0,0.036133427172899246,0.020631680265069008,2.9302685658137
9,0.07665714621543884,0.9397638019762541,0.004753177939587994,0.0023980630584303168,0.03442303463816643,0.01810009777545929,3.136022397091514,0.091521255671978,0.9464320242404938,0.0,0.0,0.024047760292887688,0.013280012644827366,2.847214957078298
10,0.07440956681966782,0.9369770250822368,0.009829626582496738,0.005085689496129481,0.0339927040040493,0.017812149599194527,3.164984015414589,0.0952925831079483,0.9464320242404938,0.0,0.0,0.02657712996006012,0.01457140687853098,2.8677072127660117
11,0.07206577807664871,0.939347999974301,0.005666764569920105,0.0028754962231974596,0.033331193029880524,0.01742609031498432,3.1431112678427446,0.08802040666341782,0.9464320242404938,0.0,0.0,0.026590310037136078,0.014654888771474361,2.9560495416323342
12,0.07563022524118423,0.9402454175447162,0.004077081135078241,0.0020629703867215492,0.03614860773086548,0.019003530964255333,3.128942508446543,0.0955662801861763,0.9464320242404938,0.0,0.0,0.028902843594551086,0.015903621912002563,2.8465405901273093
13,0.071014404296875,0.9413362603438528,0.0008833141502675472,0.00044360189519801154,0.031394947320222855,0.016437340527772903,3.110354699586567,0.1034526601433754,0.9464320242404938,0.0,0.0,0.027895059436559677,0.015304925851523876,2.7895466883977256
14,0.07555951923131943,0.9402152613589638,0.003596262480185576,0.0018161985498361326,0.03536320477724075,0.01853729970753193,3.090639768148723,0.10097656399011612,0.9464320242404938,0.0,0.0,0.03125006705522537,0.01720220036804676,2.724853237469991
15,0.07606546580791473,0.9411527533280222,0.00137263878118263,0.0006890265053937726,0.034336503595113754,0.01804378069937229,3.1015624849419843,0.12188013643026352,0.9464320242404938,0.0,0.0,0.04078347235918045,0.02302864007651806,2.813793142636617
16,0.08179634809494019,0.9413264625950863,0.000941833298215387,0.00047217243945373125,0.03668052703142166,0.01941956952214241,3.0743303060531617,0.09465396404266357,0.9464320242404938,0.0,0.0,0.026722628623247147,0.014660181477665901,2.8276790976524353
17,0.0753568559885025,0.9387692903217516,0.00900871547399168,0.004649189840079328,0.03133300691843033,0.016455382108688354,3.0813401096745543,0.09929777681827545,0.9464320242404938,0.0,0.0,0.028723059222102165,0.015922334045171738,2.7400737603505454
18,0.07680302858352661,0.9413871363589638,0.0006586529625415471,0.00033003093112232533,0.03372541815042496,0.017735226079821587,3.0765698596050863,0.08834292739629745,0.9464320242404938,0.0,0.0,0.026935996487736702,0.014729726128280163,2.820829709370931
19,0.07301925122737885,0.941603570235403,0.00025348764406783633,0.0001268662948285438,0.03239003196358681,0.01702454872429371,3.0880615485341925,0.10309094935655594,0.9464320242404938,0.0,0.0,0.02747068554162979,0.01507603283971548,2.7314946055412292
20,0.07067983597517014,0.9414473684210526,0.0006230724089030285,0.000312245167515357,0.030954794958233833,0.016268828883767128,3.082217916689421,0.10349442064762115,0.9464320242404938,0.0,0.0,0.031930431723594666,0.017521575093269348,2.730620503425598
21,0.07145421952009201,0.9415400454872533,0.00041843448800968374,0.00020960789768555276,0.032039184123277664,0.016811680048704147,3.071086277459797,0.1014128029346466,0.9464320242404938,0.0,0.0,0.02343122847378254,0.013011652044951916,2.7625725467999778
22,0.07510998100042343,0.9414213883249383,0.0008992216293651936,0.0004510964521614369,0.032785434275865555,0.017256349325180054,3.086022294195075,0.13389378786087036,0.9464320242404938,0.0,0.0,0.041768331080675125,0.02410753443837166,2.9140631755193076
23,0.07276695966720581,0.9411646391216077,0.0019488141639925646,0.0009818433368835892,0.03208573907613754,0.01689569093286991,3.078720770384136,0.09853643923997879,0.9464320242404938,0.0,0.0,0.025288553908467293,0.014128445647656918,2.734968145688375
24,0.07886698096990585,0.9409426237407483,0.0021860779093295156,0.0011020956935872642,0.03490302711725235,0.018385132774710655,3.0448538504148783,0.09970638900995255,0.9464320242404938,0.0,0.0,0.024123843759298325,0.013437621295452118,2.773574928442637
25,0.0752682313323021,0.9414581700375205,0.0008550882973373464,0.00043015611002996784,0.03205198049545288,0.016922693699598312,3.033949173124213,0.1012907326221466,0.9464320242404938,0.0,0.0,0.0295903068035841,0.016337599605321884,2.776931564013163
26,0.07960738986730576,0.941612364116468,0.0001727588321949977,8.646173452066968e-05,0.03424011543393135,0.0180367324501276,3.0469635323474282,0.09290064871311188,0.9464320242404938,0.0,0.0,0.028310107067227364,0.015623899176716805,2.755319118499756
27,0.07385571300983429,0.9414761995014391,0.0005453406223281784,0.00027384064887883144,0.03218420594930649,0.017002051696181297,3.011366279501664,0.0959658995270729,0.9464320242404938,0.0,0.0,0.02446785382926464,0.01359524205327034,2.756697952747345
28,0.07355748116970062,0.9416091918945313,0.0002984581542994542,0.00014954777899746613,0.032829418778419495,0.017283793538808823,3.042656179478294,0.10427117347717285,0.9464320242404938,0.0,0.0,0.03379526734352112,0.01863057166337967,2.707464814186096
29,0.07688578218221664,0.9416744031404194,6.083090569275263e-05,3.0434275916042296e-05,0.0332268662750721,0.01752440631389618,3.016347122192383,0.10159976035356522,0.9464320242404938,0.0,0.0,0.02850283868610859,0.015922266989946365,2.7666451930999756
30,0.07031278312206268,0.9416254545512952,0.00019907491317406402,9.962986200422931e-05,0.029422029852867126,0.015503207221627235,3.0611437534031114,0.0935501903295517,0.9464320242404938,0.0,0.0,0.026319429278373718,0.014490985311567783,2.7109638849894204
31,0.0718994140625,0.9416709498355263,8.821053303997103e-05,4.413474477922519e-05,0.03047093190252781,0.016090214252471924,3.022102219180057,0.09916157275438309,0.9464320242404938,0.0,0.0,0.02199293114244938,0.012310709804296494,2.6507325172424316
32,0.06926944106817245,0.9416842008891858,2.0308929180966662e-05,1.015738514405185e-05,0.02755432203412056,0.01447772141546011,3.0505988083387674,0.09453317523002625,0.9464320242404938,0.0,0.0,0.023125089704990387,0.01285888534039259,2.7046698530515036
33,0.08070040494203568,0.9416887383711966,1.4750979465867925e-05,7.377171469239616e-06,0.03544868156313896,0.01873149536550045,3.02010642603824,0.09515701979398727,0.9464320242404938,0.0,0.0,0.02880530245602131,0.01598840206861496,2.6701919635136924
34,0.07522796094417572,0.9416697451942846,4.885300295899015e-05,2.4442565259768775e-05,0.03227023780345917,0.017063070088624954,3.0052168896323757,0.09916157275438309,0.9464320242404938,0.0,0.0,0.025177881121635437,0.014008880592882633,2.7056947350502014
35,0.07882935553789139,0.9416935970908717,3.2122785816514817e-07,1.606188322368421e-07,0.031309448182582855,0.01652888022363186,3.001899810841209,0.09640149772167206,0.9464320242404938,0.0,0.0,0.02360411360859871,0.01314749475568533,2.660557766755422
36,0.07273592054843903,0.9416933561626234,0.0,0.0,0.029974525794386864,0.01585989259183407,2.980722134991696,0.09779887646436691,0.9464320242404938,0.0,0.0,0.022782450541853905,0.012707669287919998,2.729368050893148
37,0.07466406375169754,0.9416901437859786,1.069689472535267e-05,5.349404895433077e-06,0.030166801065206528,0.015970749780535698,3.0067897608405665,0.09477603435516357,0.9464320242404938,0.0,0.0,0.03092428483068943,0.01704590395092964,2.744551698366801
38,0.07683482766151428,0.9416914688913446,4.818967346354378e-06,2.4097598821084064e-06,0.03278530389070511,0.017353681847453117,2.9837456941604614,0.09728618711233139,0.9464320242404938,0.0,0.0,0.02844061329960823,0.01571403443813324,2.763061245282491
39,0.07643408328294754,0.9416874132658306,4.898188345209756e-06,2.449316831955098e-06,0.03158881142735481,0.016681954264640808,2.996155363635013,0.1024356260895729,0.9464320242404938,0.0,0.0,0.03049222193658352,0.01685200072824955,2.678657511870066
40,0.07450549304485321,0.94168163098787,1.9630593161052262e-05,9.816813632680446e-06,0.03260951489210129,0.01724635809659958,3.018454788860522,0.1032252237200737,0.9464320242404938,0.0,0.0,0.03230854868888855,0.017889387905597687,2.6841803590456643
41,0.08037623018026352,0.9416866904810856,2.5398203217720178e-05,1.270492755697648e-05,0.032675452530384064,0.017314648255705833,2.99901681197317,0.09461156278848648,0.9464320242404938,0.0,0.0,0.024724798277020454,0.013680912554264069,2.705466111501058
42,0.07529272884130478,0.9416933561626234,2.569587619729861e-06,1.2849506578947368e-06,0.030541064217686653,0.016107970848679543,2.9691632747650147,0.09285245835781097,0.9464320242404938,0.0,0.0,0.027380404993891716,0.015214912593364716,2.686858117580414
43,0.0780530795454979,0.9416886179070724,7.532358155528287e-06,3.7668357100827914e-06,0.0315670445561409,0.016688618808984756,2.993094443020068,0.10031609982252121,0.9464320242404938,0.0,0.0,0.02856658212840557,0.015899596735835075,2.69144074122111
44,0.0758558139204979,0.9416742425215872,4.8397157898689286e-05,2.4208878255050973e-05,0.03104761429131031,0.016413697972893715,2.9768832231822766,0.10009508579969406,0.9464320242404938,0.0,0.0,0.02722969464957714,0.015043123625218868,2.632346252600352
45,0.07778613269329071,0.9416608710038035,8.472527748212842e-05,4.238551641480483e-05,0.031440477818250656,0.016659168526530266,2.974150440567418,0.0991673544049263,0.9464320242404938,0.0,0.0,0.024399548768997192,0.013590528629720211,2.7182910044988
46,0.0785597562789917,0.9416907862613075,4.009339879822499e-06,2.0048860805170416e-06,0.03343752771615982,0.017699109390378,2.977958184794376,0.10200773179531097,0.9464320242404938,0.0,0.0,0.029603397473692894,0.016437942162156105,2.6453633308410645
47,0.07525181025266647,0.9416582609477796,4.998117036064063e-05,2.500572966374947e-05,0.0307411290705204,0.016324663534760475,2.9716188066884093,0.09771792590618134,0.9464320242404938,0.0,0.0,0.025781121104955673,0.014227761887013912,2.6435064673423767
48,0.07709740102291107,0.9416905453330592,4.171229567920787e-06,2.086011227220297e-06,0.031091216951608658,0.016506891697645187,2.9631486516249805,0.09893798828125,0.9464320242404938,0.0,0.0,0.024506866931915283,0.013626540079712868,2.645739654699961
49,0.07814977318048477,0.9416909468801398,4.053026469042988e-06,2.026667980795824e-06,0.03211994841694832,0.016994040459394455,2.952094948919196,0.09885446727275848,0.9464320242404938,0.0,0.0,0.02444234862923622,0.013593612238764763,2.7249239484469094
50,0.0770755186676979,0.9416897823936061,3.41874435984392e-06,1.7095758506145916e-06,0.031182609498500824,0.01647733338177204,2.9658126517346033,0.100310318171978,0.9464320242404938,0.0,0.0,0.028980279341340065,0.0160234235227108,2.6378800670305886
51,0.07841836661100388,0.941693797864412,3.0858204299668297e-06,1.5430901073973234e-06,0.032939739525318146,0.017410654574632645,2.9744890438882927,0.08036787807941437,0.9464320242404938,0.0,0.0,0.022227583453059196,0.012243050150573254,2.816903611024221
52,0.0744962990283966,0.9416905854877673,2.1566323338080512e-05,1.0785625559755749e-05,0.03170633316040039,0.016782710328698158,2.9834851227308574,0.10114617645740509,0.9464320242404938,0.0,0.0,0.03125578910112381,0.017214564606547356,2.647371013959249
53,0.07824859768152237,0.9416764108758223,5.2379009253600586e-05,2.6228068676764928e-05,0.032740041613578796,0.01737527921795845,2.949594185226842,0.10159783810377121,0.9464320242404938,0.0,0.0,0.026499643921852112,0.014698357321321964,2.6585087974866233
54,0.07697484642267227,0.9416927136872945,6.764984123007581e-07,3.382709493100839e-07,0.03243989124894142,0.017168810591101646,2.9551987773493718,0.10483527183532715,0.9464320242404938,0.0,0.0,0.027802471071481705,0.015449942089617252,2.695396840572357
