epoch,split,loss,acc_all,acc_no_bg,f1_macro,iou_macro,d21_acc,d21_f1,d21_iou,d21_bin_acc_all,pred_bg_frac,lr,sec
1,train,2.394023627667994,0.3726828992366791,0.20806783437728882,0.09806091338396072,0.05163770169019699,0.8797828896895988,0.2712877919519698,0.16081505148977668,0.9318209561434659,0.3808857844426082,0.00019996590383506793,10.065627098083496
1,val,2.398335099220276,0.8069220185279846,0.09721528738737106,0.10956009477376938,0.06049428880214691,0.9102398157119751,0.16127956689645848,0.0893925717100501,0.9820489684740702,0.937253067890803,0.00019996590383506793,10.065627098083496
2,train,2.1959763731989828,0.4710807800292969,0.2779328525066376,0.1823476254940033,0.10093802958726883,0.9120896179359276,0.36801441972489124,0.23178843325459875,0.9581663758604677,0.47153809020569276,0.0001998636387080801,5.3527655601501465
2,val,1.0572302043437958,0.8035387396812439,0.5579490065574646,0.42483991384506226,0.2794921100139618,0.9502967695395151,0.7393783430258433,0.5889752209186554,0.9740449686845144,0.725365032752355,0.0001998636387080801,5.3527655601501465
3,train,2.1454041104216675,0.5089495182037354,0.2881903350353241,0.20627698302268982,0.11584657430648804,0.9197414138100364,0.386163101485976,0.24456939955691356,0.9660969980946787,0.5125871138139204,0.00019969327470644626,5.358750820159912
3,val,1.1395453214645386,0.6506245136260986,0.621010959148407,0.36867865920066833,0.23142294585704803,0.9610801438490549,0.8017440338929495,0.6699401438236237,0.9674032429854075,0.5362924436728159,0.00019969327470644626,5.358750820159912
4,train,2.1241948237785926,0.5224501490592957,0.29399025440216064,0.21958084404468536,0.12434805184602737,0.924034686355324,0.3984902731657445,0.2563166483663596,0.9704763239080255,0.5269069004725743,0.0001994549285891432,5.3740739822387695
4,val,1.115214506785075,0.8446905612945557,0.5301434397697449,0.44410204887390137,0.29661867022514343,0.9560064772764841,0.6969113945960999,0.5357967217763265,0.9881543517112732,0.7717230121294657,0.0001994549285891432,5.3740739822387695
5,train,2.104070039062233,0.5528867840766907,0.29486700892448425,0.23112060129642487,0.1318015307188034,0.9247180511067797,0.39940109158625137,0.2562715413140042,0.9714382678478748,0.5626008894060042,0.00019914876370669414,5.384782552719116
5,val,0.76468758781751,0.7255422472953796,0.7339813113212585,0.47042712569236755,0.31336134672164917,0.977947990099589,0.8793859283129374,0.7859531939029694,0.9685407876968384,0.5912778278191885,0.00019914876370669414,5.384782552719116
6,train,2.076759119133849,0.5388352870941162,0.30146288871765137,0.23803916573524475,0.13640271127223969,0.9257512296830024,0.40499580578578936,0.2606137691886275,0.9725400484525241,0.542736506962276,0.0001987749898892162,5.385596036911011
6,val,2.181855003039042,0.48277008533477783,0.4604562222957611,0.330506294965744,0.20931431651115417,0.9498636027177175,0.668016200264295,0.5117822289466858,0.9886867105960846,0.4129796375830968,0.0001987749898892162,5.385596036911011
7,train,2.043453732570568,0.556996762752533,0.30314746499061584,0.2500670552253723,0.1443939507007599,0.9277992677855325,0.4154827229522325,0.26893048030096334,0.9744082364169034,0.5634899539547367,0.00019833386330261348,5.386153936386108
7,val,1.6688027779261272,0.646044909954071,0.5106629729270935,0.3492142856121063,0.21971465647220612,0.946306308110555,0.7254125575224558,0.57017649213473,0.9825770060221354,0.5636174579461416,0.00019833386330261348,5.386153936386108
8,train,2.0452586137331448,0.5807672739028931,0.3011738359928131,0.25230491161346436,0.1458086371421814,0.9286489003188126,0.4155041995373639,0.27065951543879674,0.9758310384683676,0.5935268268718586,0.00019782568627301365,5.404767274856567
8,val,1.1962454319000244,0.5926642417907715,0.7314491271972656,0.4520319104194641,0.2992359697818756,0.9711017409960429,0.8118025362491608,0.6860905190308889,0.9850281576315562,0.45810674627621967,0.00019782568627301365,5.404767274856567
9,train,2.0313177100428335,0.5800885558128357,0.303989052772522,0.2554491460323334,0.14787743985652924,0.9278029182574132,0.41557625368550105,0.26910045742988586,0.9747955215560806,0.5910497278600306,0.00019725080707956878,5.408227443695068
9,val,1.910906970500946,0.6136410236358643,0.3616522252559662,0.2931402623653412,0.17426477372646332,0.9345914125442505,0.40010273332397145,0.25796231503287953,0.981525848309199,0.6133332153161367,0.00019725080707956878,5.408227443695068
10,train,2.027459892359647,0.5889775156974792,0.30657684803009033,0.2647108733654022,0.15417954325675964,0.9297975547663815,0.42160496146945686,0.2752354654867749,0.9766181999153191,0.6007206523335064,0.00019660961971576226,5.417531728744507
10,val,0.9507865409056345,0.8745656609535217,0.6520770788192749,0.559171199798584,0.4021109342575073,0.9800790349642435,0.8861977358659109,0.7969569067160288,0.9882271687189738,0.7770098447799683,0.00019660961971576226,5.417531728744507
11,train,2.0190803404454583,0.5922507643699646,0.306077241897583,0.26531800627708435,0.15459273755550385,0.9294900110551527,0.4216181777573966,0.27475052824491386,0.9764364816092111,0.6050404368580639,0.00019590256361938518,5.43331241607666
11,val,1.5803290009498596,0.8660606145858765,0.5826534628868103,0.5299211740493774,0.371869832277298,0.9585253298282623,0.7565258244673411,0.6139392107725143,0.9881919821103414,0.7925955057144165,0.00019590256361938518,5.43331241607666
12,train,2.0048224325780266,0.5917487740516663,0.307740718126297,0.2696182429790497,0.15755340456962585,0.9299346204404231,0.4215388771120485,0.27541383137027703,0.9770834862769067,0.6030192875361943,0.00019513012337136777,5.444031238555908
12,val,0.6578689416249593,0.8242393136024475,0.7520812749862671,0.5641956925392151,0.39970800280570984,0.9708593785762787,0.8312513331572214,0.7134550213813782,0.9803348084290823,0.6886032124360403,0.00019513012337136777,5.444031238555908
13,train,2.0065402417749794,0.6114245653152466,0.3063998222351074,0.27245521545410156,0.15937380492687225,0.9302246437206135,0.42347228839680867,0.27753093984577204,0.9772865988991477,0.628347970388986,0.00019429282836367175,5.434940814971924
13,val,0.9057605266571045,0.7703921794891357,0.7211052775382996,0.5160167813301086,0.3549472689628601,0.9858562350273132,0.9206666747728983,0.8540676931540171,0.9801234801610311,0.6428629656632742,0.00019429282836367175,5.434940814971924
14,train,2.013755655788875,0.5946532487869263,0.30962231755256653,0.2742269039154053,0.1607472449541092,0.9306050514007782,0.42501145020335707,0.27795382734987284,0.9777510849745957,0.6062201653327142,0.00019339125243647155,5.464661598205566
14,val,1.1169929305712383,0.8235364556312561,0.6475607752799988,0.5223018527030945,0.35914838314056396,0.9551779329776764,0.642403225104014,0.47346389790376026,0.990101287762324,0.718244602282842,0.00019339125243647155,5.464661598205566
15,train,1.9889623835370258,0.6238128542900085,0.3075442612171173,0.2801210880279541,0.16459959745407104,0.9308234661609143,0.42666870209720587,0.27987051932336565,0.9777587677215362,0.642728472089434,0.000192426013484873,5.464186906814575
15,val,1.9592452843983967,0.7407612204551697,0.41576477885246277,0.32774439454078674,0.20636536180973053,0.9634666442871094,0.7605436046918234,0.6166821519533793,0.9893435140450796,0.7231886188189188,0.000192426013484873,5.464186906814575
16,train,1.9870616656083326,0.6189999580383301,0.3112790286540985,0.28187814354896545,0.1658550351858139,0.9315315743426343,0.4304507192406621,0.28231669154825745,0.9784390642926409,0.6358348072825611,0.00019139777303543875,5.473123073577881
16,val,0.9190913736820221,0.8250179886817932,0.6977536082267761,0.543027400970459,0.3906673789024353,0.9802862902482351,0.8871795932451884,0.7979377011458079,0.9850269754727682,0.7100084125995636,0.00019139777303543875,5.473123073577881
