epoch,train_loss,train_acc_all,train_acc_no_bg,train_f1_macro,train_iou_macro,train_d21_acc,train_d21_f1,train_d21_iou,train_d21_bin_acc_all,train_pred_bg_frac,train_gt_bg_frac,val_loss,val_acc_all,val_acc_no_bg,val_f1_macro,val_iou_macro,val_d21_acc,val_d21_f1,val_d21_iou,val_d21_bin_acc_all,val_pred_bg_frac,val_gt_bg_frac,lr
11.0,1.9563132288163168,0.7468720553214085,0.21091262100943925,0.21394018193082132,0.12018781804726252,0.9236888310193956,0.36438870003515733,0.22278441096792972,0.9766918516995609,0.8252152827748076,0.8097832930715456,1.0319323937098186,0.8932167454769622,0.6424963924963478,0.6151539484951106,0.45207003021459863,0.9690656565655893,0.7920921340976397,0.6557554234535198,0.9926256681743293,0.8060662520559106,0.8147820723684106,0.0009938503261272716
12.0,1.9573611218678324,0.7452017800849776,0.2116199460597795,0.2131047827659202,0.1196656064993326,0.9235171365185171,0.36091198163617727,0.22019072654588026,0.9767963074801255,0.8226318894771103,0.8097832930715456,1.1029909426967304,0.8993626644736726,0.5812798312797909,0.6157100861939868,0.4521826075322193,0.970362970362903,0.8072550081209136,0.6768043576935415,0.9926899157072241,0.8396420127466997,0.8147820723684106,0.0009925621084143099
13.0,1.9538944312354976,0.7470408121744787,0.212189915509417,0.2146866842982925,0.1206662505974202,0.9239086562737989,0.3643434730572628,0.22275060017537418,0.9768451891447363,0.8247101900870335,0.8097832930715456,1.0411201889316242,0.8924727590460412,0.6434815184814738,0.6190304902286167,0.4516445046169461,0.9669289044288373,0.7935738102451853,0.6577889447231459,0.9906442742598557,0.8048211348684107,0.8147820723684106,0.0009911524817389804
14.0,1.9496655001974943,0.7469909667968746,0.2157155635717179,0.21775609981918936,0.12262201541967621,0.9241234151330945,0.3688252454917006,0.22611019725037315,0.9767317387095663,0.82338942142955,0.8097832930715456,1.1201249609390895,0.9012117084703831,0.5453712953712575,0.6118033626538694,0.45015088362491185,0.9689407814407142,0.7979419596512172,0.6638131711341414,0.9929032175164346,0.8598632812499889,0.8147820723684106,0.0009896217939055723
15.0,1.9482771106979304,0.7481547037760412,0.2162250177464556,0.21962577822954138,0.123746624956136,0.924215736110616,0.36758833864162915,0.22518115212173234,0.9768824527138152,0.8248485899808109,0.8097832930715456,1.060776377717654,0.8856355365953833,0.643661893661849,0.6082226183810108,0.4428523039197314,0.9709734709734036,0.8075967994110146,0.6772849980712091,0.993057411595382,0.7937153063322266,0.8147820723684106,0.0009879704225884047
16.0,1.9453339847556332,0.7477658991228066,0.22012867517708398,0.2229185377978525,0.1257987119309328,0.9242666815280898,0.3687355566764726,0.22604278428653374,0.9768124764425707,0.8229534483792484,0.8097832930715456,1.1519771963357925,0.9026315789473568,0.5554376179375794,0.6094423638825359,0.45024231042805074,0.9670052170051499,0.778481602235315,0.637306489742517,0.9930355674341977,0.8579769736841995,0.8147820723684106,0.0009861987752386398
17.0,1.9477988958358765,0.749423860248766,0.2160116662191345,0.220868390774854,0.12450882483768168,0.9245813609575686,0.3686865474011001,0.226005950489609,0.9770272238212714,0.8267857601768087,0.8097832930715456,1.0135515704751015,0.8850251850328833,0.632894882894839,0.5847193920918612,0.42906103482877433,0.9683510933510261,0.7892645971910618,0.6518885921399069,0.9921181126644609,0.7934840152138056,0.8147820723684106,0.0009843072889837514
18.0,1.943579055551897,0.7487412302117594,0.21933972487222772,0.22276964327246335,0.12575115983431592,0.9245000171694475,0.3703067265752926,0.22722479905504803,0.97702497515762,0.8239330626370609,0.8097832930715456,1.034653678536415,0.8998509457236726,0.6556776556776102,0.6332180362762628,0.4717740412018456,0.9741785991785316,0.8371401067643138,0.7198976520163155,0.991543739720382,0.810333573190779,0.8147820723684106,0.0009822964305196704
19.0,1.9419097907710494,0.7498629385964908,0.21951733016739872,0.22393588670729203,0.1264558563080974,0.9242953911003678,0.3681268985089057,0.22558549324241967,0.9770989668996705,0.8251820346765346,0.8097832930715456,0.9156663666168848,0.8963635896381463,0.6738886113885646,0.6361192947605836,0.4715297100322525,0.975226162726095,0.8419002080839235,0.7269668934928305,0.9926269531249873,0.7950542249177529,0.8147820723684106,0.0009801666959956333
20.0,1.9357926362439206,0.7519916735197364,0.2238620454388083,0.22926797933653154,0.12985349674022936,0.9250967259265989,0.3749048679426019,0.23069718230462358,0.9774935538308657,0.8257428085594841,0.8097832930715456,1.0236480832099915,0.9063489412006462,0.6480533355532906,0.6457010222236397,0.484151608549293,0.9697455322454649,0.8017276653781306,0.6690696615566329,0.992337839226961,0.8200786389802526,0.8147820723684106,0.0009779186108917661
21.0,1.9318728063190191,0.7540480764288647,0.22607915623129946,0.23275134163290015,0.13209813850157573,0.9252174750100036,0.37565591741490695,0.23126622089641394,0.9775989733244238,0.8274801153885686,0.8097832930715456,0.939522941907247,0.902337325246699,0.6895673770673292,0.6528586285489298,0.4889887469631751,0.9743381618380942,0.8349913012442186,0.716725379077411,0.9929340563322241,0.7950079666940687,0.8147820723684106,0.0009755527298894296
22.0,1.9315912520676328,0.7540059942948186,0.22734068861316378,0.2339087137048983,0.13280510151585945,0.925223667270691,0.37609760107087875,0.23160111181490678,0.9775965640419402,0.8268866823430642,0.8097832930715456,0.9508303453524908,0.9127377158716988,0.705495892995844,0.6778661145081152,0.5176879569446593,0.9748584748584072,0.847346251052718,0.7351264435018746,0.9919921874999872,0.8041902240953844,0.8147820723684106,0.0009730696367343592
23.0,1.9241211924636572,0.7577963310375544,0.22864359655507588,0.23798927812279652,0.13542487946142184,0.9256602216491541,0.3772347218357759,0.2324641320046778,0.9780152437979709,0.83073949981154,0.8097832930715456,0.8498890474438667,0.879903371710515,0.7476481851481332,0.6341274804425451,0.47170489339865534,0.975677100677033,0.8509987250315125,0.7406421068199877,0.9913278680098556,0.749211040296043,0.8147820723684106,0.0009704699440926359
24.0,1.9155192434787751,0.7604127582750818,0.23310427598117714,0.24419054837266724,0.13940869674843823,0.9265071540313562,0.38331912320768474,0.23710252821709307,0.9784384208813043,0.8323614287794677,0.8097832930715456,0.868307001888752,0.9096217105263041,0.7177405927405429,0.6728849369834143,0.5100634634193576,0.9745532245531568,0.8395450568675242,0.7234620024119998,0.9922170538651188,0.7924804687499898,0.8147820723684106,0.0009677542933995191
25.0,1.9122043659812527,0.7639244213438866,0.23275441325233792,0.2469252875575199,0.14117072719744772,0.9267160020963592,0.3829496789911534,0.23681988990437752,0.9788276538514249,0.8364998265316607,0.8097832930715456,0.8261793305476507,0.9073846114309094,0.7242132867132364,0.675818744801845,0.5134195607410453,0.9739565989565313,0.8358548316568273,0.7179987980763837,0.9927284642269609,0.7881424753289372,0.8147820723684106,0.0009649233547011819
26.0,1.9055025154038479,0.7687149850945719,0.23087928412962927,0.25007284206592983,0.1431863906090887,0.9265350192044496,0.3799548639980905,0.23453350499590195,0.9789745130037001,0.8431725217584973,0.8097832930715456,0.8549159367879232,0.9092863384045936,0.7084859584859092,0.671162373823181,0.50730976007359,0.9722014097013422,0.8338791924046126,0.7150881683726428,0.9908935546874873,0.7952225534539371,0.8147820723684106,0.000961977826489388
27.0,1.897075235948228,0.7742330986156793,0.2292766144771671,0.2536045199625767,0.1454858502176499,0.92691781350149,0.38021740894746237,0.23473360625539036,0.9794596889562768,0.8505118386787276,0.8097832930715456,0.957694115738074,0.9110081722861725,0.6511405261404809,0.6585167178191529,0.49416871347702535,0.9705294705294031,0.8115517700289187,0.6828667413208788,0.9924483449835398,0.8209215666118316,0.8147820723684106,0.0009589184355291488
28.0,1.882915576194462,0.7821044386478888,0.22659846172985806,0.2591072775311199,0.14911413156139885,0.9274666729715113,0.3790499414466205,0.2338443059651724,0.9802243416769457,0.8611343651487111,0.8097832930715456,0.899126373231411,0.9100521689966988,0.6769341769341299,0.6652652472036552,0.500701216787917,0.972007159507092,0.8223171429825962,0.6982500747826067,0.9920127467105135,0.8100547388980159,0.8147820723684106,0.0009557459366794051
29.0,1.8678637586141889,0.7874779952199831,0.22799369064929167,0.2660918877113306,0.1537318678312302,0.9282820811174866,0.38420397559058944,0.23777999808547606,0.9807557758532066,0.8674755966454216,0.8097832930715456,0.6747991628944874,0.896453536184199,0.7425838050837535,0.6539251107104139,0.4888226140595652,0.9753649128648452,0.8511173535697241,0.740821837821516,0.9909256784539346,0.7690236944901216,0.8147820723684106,0.000952461112706777
30.0,1.8537726904216565,0.7936043722587715,0.22962450694124215,0.27407436140849656,0.15906886797146697,0.9286378546406183,0.3848055808310492,0.23824102923104404,0.9811653003357999,0.8745771441543306,0.8097832930715456,0.6685378216207027,0.8963584498355148,0.7344946719946209,0.6482964841039829,0.4856445761843392,0.9770784770784092,0.859392288705056,0.7534512349819017,0.9909488075657767,0.7697908100328849,0.8147820723684106,0.0009490647740924278
31.0,1.8415658240778405,0.7986520332202572,0.23020376478191076,0.2804193117845123,0.16333286344620543,0.9291309837644528,0.38509987227484144,0.23846668017626285,0.98184675250137,0.8805741159539469,0.8097832930715456,0.680834449827671,0.8957031249999885,0.7100399600399108,0.6323528831532608,0.46820386369223643,0.9754689754689078,0.853872220844345,0.7450061296598074,0.9904772306743294,0.77573242187499,0.8147820723684106,0.00094555775883209
32.0,1.835024175623007,0.8012613396895555,0.23155592934292732,0.2845302367101335,0.16609695575528488,0.9293311063712144,0.3846889060983525,0.23815159045875736,0.9821421305338536,0.8832894308525214,0.8097832930715456,0.7517913803458214,0.8901045949835412,0.6850649350648875,0.6212728754850779,0.4541996097898031,0.9620448995448327,0.7696130037475177,0.6255048257918916,0.9879715768914347,0.7802156147203847,0.8147820723684106,0.0009419409322293028
33.0,1.8226079171163994,0.8037215918825379,0.2312634857586442,0.2866086762249007,0.16755015564647927,0.9297991849859044,0.3900335784667287,0.24226193369627885,0.9823677464535356,0.8859732644599776,0.8097832930715456,0.6150880083441734,0.9078600431743304,0.7401695526695012,0.6851370154015352,0.5243083613279416,0.9738802863802187,0.835467377528805,0.717427199038789,0.9925922594572241,0.7835282175164373,0.8147820723684106,0.0009382151866819101
34.0,1.812469333410263,0.8065250329803998,0.23400609431038136,0.2930684826960207,0.17192855817797942,0.930105138957142,0.3915804638536114,0.24345666976403357,0.9826964796635137,0.8888443260862111,0.8097832930715456,0.5966787474850813,0.9134315892269619,0.7333846708846199,0.6851886398620087,0.5239942667578458,0.9713272838272163,0.8146719878028722,0.6872966633875408,0.9930856805098557,0.7914679276315688,0.8147820723684106,0.0009343814414618769
35.0,1.800000997698098,0.8092591938219568,0.2341178364691498,0.29598120085318425,0.1739284920785694,0.9300378684887649,0.3895365829098735,0.24187856661389398,0.9829267535293306,0.8917544716282889,0.8097832930715456,0.5897067325810591,0.9101087068256462,0.7174353424352926,0.6708387463739418,0.5069806128415397,0.9722777222776547,0.8214796283055658,0.6970432145559536,0.9926526521381451,0.7906763980263056,0.8147820723684106,0.0009304406424884702
36.0,1.7900130322105006,0.8111952396861289,0.23587390530682306,0.30015383249954136,0.17684285953652484,0.9309323686917023,0.3964493111870212,0.24723216668659914,0.9833496093749994,0.8935520105194622,0.8097832930715456,0.5843722559511662,0.9007285670230147,0.7468573093572575,0.6683919900083722,0.5032424469877669,0.9689477189476516,0.8070855960689565,0.6765662258828842,0.9906866776315661,0.7724904913651216,0.8147820723684106,0.0009263937620948695
37.0,1.780941185198332,0.8142868309690237,0.23757396233191466,0.3058511586429539,0.18078807504221142,0.931141779689495,0.3977637788297405,0.2482553905436099,0.983544172320449,0.8967922813013975,0.8097832930715456,0.7765483570595583,0.8991981907894622,0.6259088134087699,0.6065560814876738,0.4435882151435062,0.9722152847152172,0.8204116407332315,0.6955067285024743,0.9929751747532767,0.8061973170230159,0.8147820723684106,0.000922241798788257
38.0,1.7752904496694866,0.8160842627809753,0.23710813544838377,0.30733060895462877,0.18182251620918735,0.9314119874285823,0.39868821391291775,0.2489760066571048,0.9838470994380477,0.8989093445895006,0.8097832930715456,0.5638520841797193,0.910513466282883,0.7139735264734769,0.6713075237859941,0.5072977941187587,0.962391774891708,0.777909787373191,0.6365403955744977,0.987111944901303,0.7931396484374897,0.8147820723684106,0.0009179857770034514
39.0,1.7612630261663804,0.8181314568770555,0.2414421549967878,0.3142268261297696,0.1866571831362603,0.9319509955747828,0.4036447413210361,0.2528539553627087,0.9840243155496157,0.8999418024431189,0.8097832930715456,0.5600914992392063,0.9129021895559093,0.7286394161393656,0.6759895446166893,0.517433022523994,0.9754897879897202,0.8483495729060186,0.7366380916878593,0.9936998869243293,0.7899606805098582,0.8147820723684106,0.000913626746850144
40.0,1.7586730419543752,0.8193829452782342,0.24142048208438183,0.31581604994233226,0.18779471357781136,0.9318795031104825,0.40233711327985094,0.2518285406915917,0.9842178077028503,0.9014256527549337,0.8097832930715456,0.49375583976507187,0.9174894634045935,0.750027750027698,0.6973205352447103,0.5379563509305975,0.974733599733532,0.8421873645892876,0.7273952095802938,0.9934004934210399,0.788268400493411,0.8147820723684106,0.0009091657838537996
41.0,1.750413659999245,0.8224982010690784,0.24262572118726963,0.3211237005130668,0.19154942035432768,0.9324753674684493,0.4070979301822575,0.2555699674800705,0.984525339226973,0.9047040972793305,0.8097832930715456,0.4463932563861211,0.9142462479440672,0.7778402153401613,0.7045237594306443,0.5457333819944178,0.9779803529802851,0.8646597305130204,0.7615864192888443,0.9923326994243293,0.7780723170230163,0.8147820723684106,0.0009046039886902867
42.0,1.7418712459635317,0.8237191718921322,0.24329955173661885,0.32348692112219724,0.19322672486802925,0.9325153356965226,0.40620147359295633,0.25486375276596007,0.9847188849198185,0.9060109456380203,0.8097832930715456,0.450635672857364,0.9264352898848565,0.7603923853923326,0.7182196566721785,0.5627683188101106,0.9782301032300352,0.8680625630672435,0.7668821038550131,0.9938386615953819,0.7959524054276214,0.8147820723684106,0.0008999424869143022
43.0,1.7322776642284896,0.8259910717345116,0.24626367434112872,0.32963878965646914,0.19764669918741085,0.9331247104414437,0.4123943355443008,0.25975866978635886,0.985030057137472,0.9077251768948733,0.8097832930715456,0.4151094524810712,0.9259804173519618,0.784944222444168,0.7314909530409237,0.5789080305228967,0.9768772893772215,0.8605147520398156,0.7551784927275192,0.9940622430098557,0.7886063425164372,0.8147820723684106,0.0008951824286816577
44.0,1.7275258964613864,0.8262922320449556,0.24717196639741523,0.3306304791216605,0.19837037322904486,0.9336060179766932,0.4156840791090222,0.26237448833768734,0.9852362917180641,0.9076947663959698,0.8097832930715456,0.42427480531235534,0.9294150904605144,0.785589410589356,0.7402686190744456,0.5895806880624447,0.978389665889598,0.8687260314379582,0.7679183430183519,0.9938412314966978,0.7933246813322267,0.8147820723684106,0.0008903249884654961
45.0,1.717637502049145,0.8286802593030422,0.24816132077542796,0.3347344381330281,0.20133039216908716,0.9335148228647512,0.4148496063655223,0.2617099349256971,0.9853744774533986,0.909929670367324,0.8097832930715456,0.46224942430853844,0.9258981805098565,0.7615856365855836,0.7255965612463504,0.5711811021435411,0.9747474747474071,0.8453958545698074,0.7321954090636167,0.9933670847039346,0.7975714432565687,0.8147820723684106,0.0008853713647665072
46.0,1.706884385671532,0.8308768289131025,0.2520979097742576,0.3416449533070928,0.20632585791552938,0.9341337674670982,0.42087809561990547,0.2665266655173951,0.9856263277823459,0.9113378692091552,0.8097832930715456,0.4304292971889178,0.920863743832225,0.7800185925185383,0.7198488636892978,0.5645432215161806,0.9773143523142844,0.8601727529287351,0.7546518607437315,0.9929751747532767,0.7844585217927531,0.8147820723684106,0.000880322779817216
47.0,1.6991350188067085,0.8323011431777682,0.2518845582469365,0.3437213965988806,0.2078969009905566,0.9348036574869191,0.4259781970296507,0.2706304297855238,0.985896970514665,0.9130685906661179,0.8097832930715456,0.4177878846724828,0.9238152754934091,0.7793317793317251,0.7227038746325309,0.5680774809681834,0.9759407259406582,0.8555601832566199,0.747579882086944,0.9933388157894609,0.7879098992598583,0.8147820723684106,0.0008751804792804151
48.0,1.6918351475606885,0.8338124057702846,0.2553142262685824,0.3494044346836301,0.21201038834473793,0.9347940876294931,0.4262778205664678,0.2708723471889481,0.9859108908134588,0.9137127257229983,0.8097832930715456,0.42461995345850784,0.9060970908716989,0.8014416139415583,0.697913674601234,0.5368789005941537,0.9797632922632242,0.8755599163854462,0.7786630245080972,0.9910207648026188,0.7619102076480165,0.8147820723684106,0.000869945731941816
49.0,1.6878343930892776,0.8349584211382944,0.2557479659830967,0.3513859033223189,0.21348919813294615,0.9348433442485976,0.42591931275976286,0.2705828971871242,0.9860260545161726,0.9148825662177901,0.8097832930715456,0.41141543226937455,0.9069078947368304,0.7976190476189923,0.6960260001991162,0.53648493607695,0.9808594183593502,0.8845654993511215,0.7930232558133585,0.992152806332224,0.7625205592105165,0.8147820723684106,0.0008646198293969955
50.0,1.6802815561231814,0.8361345793071541,0.256618260076074,0.35411237424064174,0.21550067716974647,0.9353328143092986,0.43053555450351016,0.2743200432089515,0.9861744127775488,0.9158954821134863,0.8097832930715456,0.48021463056405383,0.8861263877466992,0.7704587079586545,0.6422340809399002,0.4808034428277832,0.9823371073370392,0.8941900091426754,0.8086289837636735,0.9899118523848557,0.7457506681743326,0.8147820723684106,0.0008592040857327133
51.0,1.6750321671105268,0.8376759311609095,0.2577244230079631,0.35697627957069145,0.21762739552835075,0.9355270261217676,0.43274352719752274,0.2761153229909562,0.9863102427700103,0.9171344422457506,0.8097832930715456,0.3738600655148427,0.9259739925986723,0.7980838605838052,0.7317355124368448,0.5805053550416881,0.9814907314906633,0.8890459951755431,0.8002545481763866,0.993448036595382,0.7831710012335426,0.8147820723684106,0.0008536998372026809
52.0,1.6674722761961451,0.8392519231428175,0.26166438960353133,0.36396164471466796,0.22281990724466347,0.9359875051437958,0.43669733860080406,0.2793427973889258,0.9864229971902406,0.9180807013260686,0.8097832930715456,0.36236007884144783,0.9359811883223563,0.8025863025862469,0.7543682482521306,0.6075880450966842,0.9814837939837258,0.8887963001537899,0.7998500187470566,0.9946109169407766,0.793075400904595,0.8147820723684106,0.0008481084418978613
53.0,1.6620467616277828,0.8402404249760137,0.26269877860472535,0.3661822981610004,0.224464487579678,0.9359680839625489,0.4361144160221982,0.2788659352642185,0.9865143893057834,0.9187518203467648,0.8097832930715456,0.3656640239059925,0.9262798108552512,0.8074148074147514,0.737580458496593,0.5855391133756521,0.9809426684426004,0.8887809223041868,0.7998251111267216,0.9915887129934083,0.7806319387335426,0.8147820723684106,0.0008424312794113804
54.0,1.659727197258096,0.8405541135553724,0.26323243888942294,0.3670331864744412,0.22511936405129304,0.9363742399703646,0.4404248840876295,0.2824005587124129,0.9865778337445169,0.9187531052974227,0.8097832930715456,0.4047234437117974,0.9182899876644619,0.7862415362414816,0.7069600167708214,0.5496042169249008,0.9816294816294134,0.8906778961271197,0.8029028656488255,0.992898077713803,0.7772512335526216,0.8147820723684106,0.000836669750498132
55.0,1.652657623458327,0.8420970180578394,0.2642848417398894,0.3706809087176211,0.2278763551080698,0.9366906081982128,0.44401654155037623,0.2853607081355432,0.9867299397786452,0.9202142548142812,0.8097832930715456,0.37668449121216935,0.9274015727795933,0.8013583638583082,0.7416366486972545,0.5906522994336971,0.9800269175268495,0.8808410247916556,0.7870562130171693,0.9919793379934083,0.7858334189967005,0.8147820723684106,0.0008308252767291643
56.0,1.6487941616198474,0.8429824026007396,0.26701647310222615,0.37458913948911804,0.23078621422816287,0.9366956745933207,0.4436236978618974,0.2850362712747943,0.9867222300746978,0.9203848320141168,0.8097832930715456,0.38276279779771966,0.928295898437488,0.7900779775779228,0.7318062621967693,0.5809647293670056,0.9808871683871002,0.8882398279985038,0.7989491352252799,0.9943603515624873,0.7867560135690689,0.8147820723684106,0.000824899300140927
57.0,1.6454767611988803,0.8433928372567155,0.26728358471096986,0.37581828767760717,0.2317481087866041,0.9369588456725361,0.4465732980153286,0.2874762597068678,0.9868008262232725,0.9208175391481628,0.8097832930715456,0.3734011525909106,0.9318693462170933,0.7900571650571102,0.7389994547901003,0.5890113081411713,0.9828574203573521,0.8937250010748382,0.8078687504853371,0.9952842310855136,0.7902009662828846,0.8147820723684106,0.0008188932828794707
58.0,1.6439052329774488,0.8442146702816606,0.2672036482548232,0.3766088862351461,0.2323183134611558,0.9368310599292593,0.4449742306284451,0.286152319397431,0.9868578459087165,0.9216369628906245,0.8097832930715456,0.32754140968124074,0.9391061883223564,0.8191253191252622,0.7700240490123471,0.6283434834243058,0.9838980463979781,0.9015566017725318,0.8207583597182633,0.9952713815789346,0.7923237047697267,0.8147820723684106,0.000812808706839685
59.0,1.6432907856870116,0.8448467053865126,0.2687798600661664,0.37924354172401414,0.23433947946870134,0.9370545442467961,0.4472905040359343,0.288070952872105,0.9869299102247802,0.9218817995305641,0.8097832930715456,0.3612392886231343,0.9351228412828827,0.7996170496169941,0.7489364898399016,0.6010764670969587,0.9827186702186019,0.8988919105406913,0.8163521085219578,0.993947882401303,0.7921707956414372,0.8147820723684106,0.000806647073299662
60.0,1.635762715627227,0.8457890025356355,0.271132637660991,0.3832823902082115,0.23738833546099292,0.9372639552445889,0.44934160140325496,0.28977471879679156,0.987029922217653,0.9223486113966551,0.8097832930715456,0.38986961791912716,0.9287931743420933,0.7899669774669226,0.7324679575321825,0.5794953687216656,0.9812271062270381,0.8902498377673222,0.8022074409759504,0.9926770662006451,0.7873085423519636,0.8147820723684106,0.0008004099025502793
61.0,1.6335596402486166,0.8461375989412001,0.27084385313984133,0.3835477108551822,0.23760876395709207,0.9372484745928703,0.44932136196908895,0.2897578846766394,0.9870165908545773,0.9228155303419676,0.8097832930715456,0.335456108674407,0.9340113589638038,0.8164474414473848,0.7535819294394186,0.606715928532923,0.9836482961482278,0.9010121372471123,0.8198563130534853,0.9947856702302503,0.7867984169407793,0.8147820723684106,0.0007940987335200906
62.0,1.6266279974527527,0.8474450897752188,0.27353579774049963,0.38869647300459315,0.24157433989298913,0.9375980558553146,0.4522890155417262,0.2922309268871897,0.9871584172834424,0.9234910931503558,0.8097832930715456,0.3403499045719703,0.944821648848672,0.8136793761793196,0.7803692055564667,0.6418692321142007,0.9840437340436657,0.9037012225754045,0.8243201955386309,0.9952919407894609,0.8002210115131476,0.8147820723684106,0.0007877151233956179
63.0,1.6253534256627684,0.8482183623732177,0.2749968897963358,0.3913100294479759,0.24353480828878754,0.9376163511709821,0.45252128032723404,0.2924248809204468,0.9871601305509863,0.9239629377398569,0.8097832930715456,0.32436520978808403,0.931225585937488,0.8367604617604036,0.7597821496979874,0.6152376157204166,0.9845848595847912,0.9064657349718359,0.828932173376835,0.9951133326480135,0.7787700452302532,0.8147820723684106,0.0007812606472371395
64.0,1.6248573377728461,0.8484547397546596,0.27514747431759806,0.39167116311457445,0.24381980952841875,0.9375915821282323,0.45313602170426803,0.29293850529993837,0.9871397319592922,0.9241265012506847,0.8097832930715456,0.3210249599069357,0.9414306640624879,0.8224136974136403,0.7739817078506892,0.6336919243401316,0.9829337329336647,0.8968812877259822,0.8130414956674167,0.995228978207224,0.7933799342105161,0.8147820723684106,0.000774736897590067
