epoch,train_loss,train_acc,train_prec,train_rec,train_f1,train_iou,val_loss,val_acc,val_prec,val_rec,val_f1,val_iou
30,0.05216570322712263,0.9847272600446428,0.6970586180395445,0.9957085828343314,0.8200386306661736,0.6949707439398161,0.0596390925347805,0.9848785400390625,0.7011458655930629,0.988646288209607,0.820438485232832,0.6955453149001536
31,0.04915142845776346,0.9849574497767857,0.7002034659369957,0.9960079840319361,0.8223128579079635,0.6982438956132373,0.08148391172289848,0.982025146484375,0.66797583081571,0.9655021834061135,0.7896428571428571,0.6524048391856004
32,0.04877708479762077,0.9861118861607143,0.7174132219501657,0.9942115768463073,0.8334309378398728,0.7144291451520367,0.09967806935310364,0.9802093505859375,0.65123362777947,0.9336244541484716,0.7672707697828818,0.6224163027656477
33,0.05068500629729695,0.9841971261160715,0.6899965385946695,0.9947105788423154,0.8147966482730431,0.6874741343633605,0.07607380300760269,0.98431396484375,0.7035483870967741,0.9524017467248909,0.8092764378478664,0.67965098161421
34,0.047729267842239805,0.9865652901785714,0.7240302193810838,0.9947105788423154,0.8380559993273353,0.7212533468413055,0.06267479620873928,0.98602294921875,0.7201923076923077,0.9812227074235808,0.8306839186691312,0.7104015175466329
35,0.048299547698762685,0.9840785435267857,0.6881683339082442,0.9955089820359282,0.8137874770548643,0.6860385144429161,0.06578538194298744,0.9786834716796875,0.6211668928086839,0.9995633187772925,0.766192468619247,0.6209983722192078
36,0.04536470232738389,0.9876569475446428,0.7413420719445892,0.9934131736526947,0.849063846121039,0.7377158526643445,0.070782870054245,0.9901123046875,0.8079519879969993,0.9406113537117904,0.8692493946731235,0.7687366167023555
37,0.0449789096083906,0.9850272042410714,0.7014988389275914,0.9949101796407186,0.8228302587594404,0.6989903239377366,0.07562016323208809,0.985931396484375,0.7303030303030303,0.9471615720524017,0.8247148288973385,0.7017146554513103
38,0.04534144534005059,0.9868791852678571,0.7293651957191027,0.9930139720558883,0.8410109035584481,0.7256417736289381,0.11013883352279663,0.9662017822265625,0.5083240843507214,1.0,0.6740250183958792,0.5083240843507214
39,0.044304944574832916,0.98564453125,0.7102564102564103,0.9952095808383233,0.8289276807980049,0.7078364565587735,0.07034917920827866,0.9771728515625,0.6048600105652404,1.0,0.7537853851217907,0.6048600105652404
40,0.04400367082820998,0.9873186383928572,0.7360248447204969,0.9934131736526947,0.845565749235474,0.7324503311258278,0.224331334233284,0.99090576171875,0.9710789766407119,0.7624454148471616,0.8542074363992173,0.7455166524338173
41,0.04373515604270829,0.9854910714285714,0.707624716553288,0.9966067864271457,0.8276147853472566,0.7059239360950091,0.05563094839453697,0.984710693359375,0.70125,0.9799126637554585,0.8174863387978142,0.6913123844731978
42,0.04426528223686748,0.9859340122767857,0.7145724320837216,0.9949101796407186,0.831755037336782,0.711969718611627,0.12222423031926155,0.9603118896484375,0.46820691065221837,1.0,0.6377941790836931,0.46820691065221837
43,0.04299872575534715,0.9870849609375,0.7322597249797779,0.993812375249501,0.8432194419746812,0.7289363882585462,0.12344366684556007,0.983642578125,0.7091346153846154,0.9017467248908297,0.7939254133025759,0.6582722346190628
44,0.0444848309788439,0.9855154854910714,0.708537712376484,0.9947105788423154,0.8275833437123761,0.7058781869688385,0.13887082412838936,0.9860382080078125,0.7593360995850622,0.8790393013100437,0.8148148148148148,0.6875
45,0.03936563308040301,0.9880894252232143,0.748028539241457,0.9940119760479041,0.8536533104778229,0.7446728971962617,0.07793975993990898,0.9750823974609375,0.5837369360183533,1.0,0.7371640109447932,0.5837369360183533
46,0.05033237694038285,0.9852887834821429,0.708705035971223,0.9831337325349302,0.8236622073578597,0.7001919112943351,0.06813079863786697,0.975830078125,0.5911202891068663,1.0,0.7430240103828682,0.5911202891068663
47,0.05228321709566646,0.9854073660714285,0.7093557181805137,0.9867265469061877,0.8253610485015443,0.7026508421576292,0.2044392004609108,0.98870849609375,0.8751210067763795,0.7895196506550218,0.830119375573921,0.7095761381475667
48,0.04327835308180915,0.9860525948660714,0.7167230580951696,0.9936127744510979,0.832754799046464,0.7134360444285203,0.11747193336486816,0.9920806884765625,0.8909492273730685,0.8812227074235808,0.8860592755214052,0.7954276704769413
49,0.045258580396572747,0.9855643136160714,0.7100207128062281,0.9921157684630738,0.8276924357853545,0.7060369318181818,0.07866409420967102,0.985687255859375,0.7315068493150685,0.9327510917030568,0.819961612284069,0.6948601171112557
50,0.03954441617760393,0.9867431640625,0.726854891661195,0.994311377245509,0.8398027563535213,0.72384481255449,0.08969519287347794,0.96746826171875,0.5178652193577566,1.0,0.6823599523241954,0.5178652193577566
51,0.03891326238711675,0.98779296875,0.7433562257390266,0.993812375249501,0.8505295524427742,0.7399316391737256,0.06889316625893116,0.985260009765625,0.7174770039421814,0.9537117903930131,0.8188976377952757,0.6933333333333334
52,0.039261175526512995,0.9872419084821429,0.7346908661649697,0.993812375249501,0.8448290489522355,0.7313454759106933,0.16394169628620148,0.9838714599609375,0.7280799112097669,0.8593886462882097,0.7883036250751051,0.6505785123966942
53,0.03931117802858353,0.9875,0.738972226347839,0.9931137724550898,0.8473984501405092,0.7352050240118212,0.21060559898614883,0.9278717041015625,0.32635029214764144,1.0,0.4921027183840121,0.32635029214764144
54,0.03779294093449911,0.9871721540178572,0.7331617647058823,0.9951097804391218,0.8442845046570703,0.7305297091362004,0.10434183105826378,0.9911346435546875,0.8570831592143753,0.8956331877729258,0.8759342301943199,0.7792553191489362
55,0.03647090039319462,0.9879743303571429,0.7464007198560288,0.9934131736526947,0.8523719815036822,0.742724966422922,0.07237503863871098,0.97418212890625,0.5750878955298845,1.0,0.7302295918367347,0.5750878955298845
56,0.03631766471597883,0.9876290457589286,0.7402568480439462,0.9952095808383233,0.8490060022987528,0.7376285228197352,0.08049722015857697,0.9737548828125,0.5712856428214107,0.9973799126637555,0.7264631043256998,0.5704295704295704
57,0.03658143658604887,0.9881173270089286,0.7486651124313755,0.9935129740518962,0.8538834326885962,0.7450232001197425,0.06266287714242935,0.989044189453125,0.7815186246418339,0.9528384279475982,0.8587170405352225,0.7524137931034482
58,0.0403780285269022,0.9870291573660714,0.732492067006125,0.9906187624750499,0.8422213737219464,0.7274459508977648,0.10923367738723755,0.9911041259765625,0.8545907769007063,0.8982532751091703,0.8758782201405153,0.7791666666666667
59,0.04452512413263321,0.9873186383928572,0.7388863942523575,0.9853293413173653,0.844495765973826,0.7308461025982678,0.053368259221315384,0.9803314208984375,0.6405504071889918,0.9960698689956332,0.7796957784994017,0.6389355742296918
60,0.03506237847937478,0.9876883370535714,0.7413357132232634,0.9948103792415169,0.8495695900451716,0.7384797747814491,0.0782853551208973,0.9737548828125,0.571072319201995,1.0,0.7269841269841268,0.571072319201995
61,0.040195447910163135,0.9880475725446428,0.7495646907411613,0.9881237524950099,0.8524688966378233,0.7428721488595438,0.04950094781816006,0.987701416015625,0.7488262910798122,0.9751091703056769,0.8471168437025797,0.7347811780190853
62,0.03916933097773128,0.9864222935267857,0.7228162048148956,0.9918163672654691,0.8362152383356473,0.7185308365266431,0.06507207825779915,0.9814453125,0.6589698046181173,0.9720524017467249,0.7854622441778405,0.6467170249854736
63,0.03357756965690189,0.9890973772321429,0.7648279041180086,0.9935129740518962,0.8642993575273484,0.7610274443849858,0.2772142291069031,0.9874267578125,0.8575609756097561,0.7676855895196506,0.8101382488479263,0.6808675445391169
64,0.03325119780169593,0.9887939453125,0.7590379785371794,0.995309381237525,0.861263439699469,0.7563324738358865,0.06235208176076412,0.9856719970703125,0.7211129296235679,0.9620087336244542,0.8243217960710943,0.7011457670273711
65,0.037844926946692996,0.9885672433035714,0.7578399877619704,0.9888223552894212,0.8580583701394302,0.7514030031851964,0.06474899873137474,0.9756317138671875,0.5893271461716937,0.9982532751091703,0.7411249797373967,0.5887200618078805
66,0.03249336199627982,0.9883719308035714,0.7516940219846409,0.9964071856287425,0.8569221526049265,0.7496621114281423,0.04716400429606438,0.982879638671875,0.6717647058823529,0.9973799126637555,0.8028119507908612,0.6705813270698767
67,0.029232784484823544,0.9906668526785715,0.7914285714285715,0.9952095808383233,0.8816976127320956,0.7884250474383302,0.13436255231499672,0.985809326171875,0.7518518518518519,0.8864628820960698,0.813627254509018,0.6858108108108109
68,0.04440725139445729,0.9864327566964286,0.7245421245421245,0.9870259481037924,0.8356569497253907,0.7177068214804064,0.05103635787963867,0.9794464111328125,0.6297111416781292,0.9995633187772925,0.7726582278481012,0.6295379537953796
69,0.03221249311334557,0.9878383091517857,0.7429889161645467,0.9968063872255489,0.8513830285982183,0.7412244897959184,0.04930696450173855,0.985595703125,0.7107075767063243,0.9912663755458515,0.8278628738147337,0.7062850031113876
70,0.034145445459418826,0.9894252232142857,0.7713575644610128,0.9912175648702595,0.8675751222921033,0.7661215674174637,0.03929523378610611,0.9896697998046875,0.7768623412289736,0.9882096069868995,0.8698827599461848,0.7697278911564626
71,0.03026661856306924,0.9895263671875,0.7707802732113915,0.9967065868263473,0.869304086695391,0.7688221709006928,0.03953004442155361,0.98626708984375,0.7207750952986023,0.990829694323144,0.8344979771974991,0.7159987377721678
72,0.03607564895517296,0.9887939453125,0.7607047108387591,0.9911177644710579,0.8607583965330444,0.7555538648813147,0.0513482540845871,0.9927520751953125,0.852975495915986,0.9576419213973799,0.9022834807652746,0.8219640179910045
73,0.0368916934563054,0.9880580357142857,0.7487554683964399,0.9907185628742515,0.8529083254575136,0.7435398097520785,0.057919181883335114,0.9917144775390625,0.8360908041554445,0.9489082969432314,0.8889343424013091,0.8000736377025037
74,0.030724371059073344,0.9877859933035714,0.741980991980992,0.9973053892215569,0.8509025885558582,0.7404964801778436,0.07697953656315804,0.9774169921875,0.6079424307036247,0.9960698689956332,0.7550479973518703,0.6064876362669502
75,0.03444582430852784,0.9909075055803571,0.7998058723610774,0.9868263473053892,0.8835276772550597,0.7913565426170468,0.07834683731198311,0.9873809814453125,0.7593052109181141,0.9353711790393013,0.8381921346116219,0.7214550353654429
76,0.02840359943608443,0.9889439174107143,0.7605355241137989,0.9978043912175649,0.8631615298281965,0.7592648845686513,0.04470965825021267,0.98760986328125,0.7445400397088021,0.982532751091703,0.8471385542168673,0.7348138471587198
77,0.0386988946961032,0.9896763392857143,0.7776466886896335,0.9867265469061877,0.8697985396322688,0.7695960146337666,0.0489839743822813,0.979400634765625,0.6292629262926293,0.9991266375545852,0.7721903476206547,0.6289169873556899
78,0.02878571405178971,0.9885358537946428,0.7540562976379142,0.9972055888223553,0.8587512354432556,0.7524663001732058,0.08896776661276817,0.98504638671875,0.7215832205683356,0.9314410480349345,0.8131910026686999,0.6851911339543848
79,0.031799511363108955,0.9905447823660715,0.7910328900215019,0.9913173652694611,0.8799220445586216,0.7855900031635559,0.05212371051311493,0.9850006103515625,0.7055677886127714,0.9794759825327511,0.820259645273359,0.6952882827030378
80,0.029265875203741923,0.9887381417410714,0.7572543374498069,0.9975049900199601,0.8609328567121755,0.7558227465214761,0.22863054275512695,0.9908599853515625,0.9768753525098702,0.7563318777292577,0.8525719911395522,0.743028743028743
