run_dir,model,timestamp,epochs,batch_size,lr,weight_decay,dropout,train_time_sec,best_epoch,best_val_loss,test_loss,test_acc,test_prec,test_rec,test_f1,test_iou,overall_accuracy_test,tooth_21_f1,tooth_21_iou
/home/htaucare/Tesis_Amaro/runs_v7/paperlike_exp1/pointnet_lr0.001_bs12_drop0.7_2025-10-22_21-33-53,pointnet,2025-10-22_21-33-53,200,12,0.001,0.0,0.7,757.18,36,2.1534564793109894,2.0218182057142258,0.12453243136405945,0.14248070120811462,0.12453243136405945,0.11004599928855896,0.06634709239006042,0.3115478456020355,0.3293476402759552,0.19713714718818665
/home/htaucare/Tesis_Amaro/runs_v7/paperlike_exp1/pointnetpp_lr0.001_bs12_drop0.7_2025-10-22_21-46-33,pointnetpp,2025-10-22_21-46-33,200,12,0.001,0.0,0.7,2893.49,22,2.3433225452899933,2.198109894990921,0.09855113923549652,0.022956032305955887,0.09855113923549652,0.02882106974720955,0.017903832718729973,0.25708550214767456,0.0,0.0
/home/htaucare/Tesis_Amaro/runs_v7/paperlike_exp1/dilated_lr0.001_bs12_drop0.7_2025-10-22_22-34-50,dilated,2025-10-22_22-34-50,200,12,0.001,0.0,0.7,402.56,18,2.417682558298111,2.2942091077566147,0.05404416844248772,0.02548767626285553,0.05404416844248772,0.020794428884983063,0.013017729856073856,0.2536458373069763,0.0,0.0
/home/htaucare/Tesis_Amaro/runs_v7/paperlike_exp1/transformer_lr0.001_bs12_drop0.7_2025-10-22_22-41-34,transformer,2025-10-22_22-41-34,200,12,0.001,0.0,0.7,31957.07,20,2.498101681470871,2.362574204802513,0.05000000074505806,0.012689480558037758,0.05000000074505806,0.02024180069565773,0.012689480558037758,0.25378960371017456,0.0,0.0
