epoch,split,loss,acc_all,acc_no_bg,f1_macro,iou_macro,d21_acc,d21_f1,d21_iou,d21_bin_acc_all,pred_bg_frac,lr,sec,d11_acc,d11_f1,d11_iou,d11_bin_acc_all,d22_acc,d22_f1,d22_iou,d22_bin_acc_all
1,train,2.3190863333250347,0.24518551073576275,0.2566240720058742,0.24959139861441684,0.14655358766956772,0.9269073298026357,0.359990091463572,0.22365784750502776,0.9822563840631351,0.20260208460845444,0.00019996590383506793,107.47347283363342,,,,,,,,
1,val,1.6717519760131836,0.6136426031589508,0.5296438708901405,0.5243452626324978,0.36557980258473355,0.95449578601726,0.7342123357019819,0.5808106258228134,0.979587002076914,0.5212372690439224,0.00019996590383506793,107.47347283363342,0.9576364657883738,0.7215082209407965,0.5644639444478345,0.9849083389060578,0.9587132444272639,0.4686292844132395,0.31406802109718823,0.9895229063171762
2,train,2.0127439837706715,0.5117987529227608,0.2880707338452339,0.34811275519963875,0.2146044068297892,0.931040580309958,0.39459591049004333,0.24967799088660378,0.9799312123080639,0.5156944042757938,0.0001998636387080801,102.87204766273499,,,,,,,,
2,val,0.7485212981700897,0.7418162822723389,0.713319718837738,0.710781269061297,0.5579432745124239,0.9727140814094634,0.8287456878989163,0.7086770851391174,0.9838210396144195,0.6111533343791962,0.0001998636387080801,102.87204766273499,0.9697393129067454,0.8067028824908574,0.6764227195708163,0.984122234842001,0.9693076649595697,0.7023145479220663,0.5431256691713043,0.985804461050674
3,train,2.2135421213350797,0.6085279690591913,0.20626244294015986,0.2467762914390507,0.1453267174281066,0.9265400619134735,0.3077153291057218,0.185156870740937,0.982313671446633,0.6548263480788783,0.00019969327470644626,104.09425926208496,,,,,,,,
3,val,1.3102437853813171,0.7269514054059982,0.5128592178225517,0.4895285143443085,0.34235999108975673,0.9545976222992205,0.6670865679189305,0.5006348969127825,0.9870361659837297,0.6337653696537018,0.00019969327470644626,104.09425926208496,0.9145804879497992,0.3967774026760203,0.24831211034979359,0.9783991938051467,0.9652477727009209,0.5941294417100681,0.424066964434892,0.9908878492271909
4,train,2.098949944345575,0.6924594985811334,0.24012337632869418,0.3162567331031789,0.19324540137917365,0.9249714226499398,0.34327600643360034,0.20984370888554937,0.9781055115816384,0.7507956191113121,0.0001994549285891432,109.58746337890625,,,,,,,,
4,val,0.8829042315483093,0.7607016712427139,0.660197839140892,0.6459063920187506,0.4893030364272559,0.9594208844982577,0.7326959930033117,0.5785804237207914,0.9839224331620304,0.6403457820415497,0.0001994549285891432,109.58746337890625,0.9459530433906689,0.6671987749086224,0.5009402672153755,0.9793460127235682,0.9742330507079354,0.7474295010841157,0.6006675743380361,0.9905434760493999
5,train,1.9812057344537033,0.7542153000831604,0.2732207744529373,0.3792063176412682,0.23925660465064716,0.9318811465915868,0.42567526784483084,0.2757819480710472,0.9809345981530468,0.8146384452518663,0.00019914876370669414,128.22320318222046,,,,,,,,
5,val,0.590695932507515,0.8460989445447922,0.7578011602163315,0.7628335852111652,0.6234476823817825,0.9771339340436005,0.8671139137586019,0.7662847061544977,0.988797008127355,0.7111734747886658,0.00019914876370669414,128.22320318222046,0.9781758240606455,0.8693412214736589,0.7692425183356382,0.9880478900411346,0.9772185773735855,0.7781877968887223,0.6375401236356653,0.9917211670805932
6,train,2.078339719772339,0.7234019687301234,0.26810098894332585,0.36723129559373363,0.22939829336723386,0.927794299219353,0.40816734860273546,0.26114907788030256,0.9766862300403832,0.7791428634994908,0.0001987749898892162,150.7784595489502,,,,,,,,
6,val,0.6002288460731506,0.8286770433187485,0.7621338218450546,0.7646204518693769,0.6241225337408752,0.973513560858011,0.8504347458923859,0.7400196151378609,0.9853784312372115,0.6919596195220947,0.0001987749898892162,150.7784595489502,0.9743525252062919,0.8385317345910626,0.7222810777049287,0.9881356833637116,0.9777133810516188,0.8126245370989202,0.6855402348215989,0.9872171706047103
7,train,1.9392437445489983,0.7620953133231715,0.27587995333106896,0.3912829387648495,0.24706888729362436,0.9306254337961554,0.3939641239234683,0.24791912292251417,0.9839805201479759,0.8239674003500688,0.00019833386330261348,173.36728501319885,,,,,,,,
7,val,0.5535086840391159,0.8327459394931793,0.7802573889493942,0.7824799705350023,0.6455776975483396,0.9636918033654487,0.7851373621285876,0.6464349017716076,0.986119311788757,0.6922942250967026,0.00019833386330261348,173.36728501319885,0.9657279401065538,0.7966219227970315,0.6624755545899036,0.9846301424330052,0.9700344514006416,0.6886559141757966,0.5258450718995568,0.9907397394594428
8,train,2.0009077210175366,0.7616533423724927,0.2720514377481059,0.38077760397563853,0.24015598874844554,0.9289258486477313,0.38670594064242375,0.2439659596364952,0.9807991429378611,0.8242570500624807,0.00019782568627301365,188.481347322464,,,,,,,,
8,val,0.5739139020442963,0.8426595628261566,0.7674097567796707,0.7748733484396553,0.6345662269792105,0.9673508427387728,0.8006423478957936,0.6679705234795745,0.9885264410488338,0.7050900310277939,0.00019782568627301365,188.481347322464,0.9679864361538691,0.8051885364495828,0.6741523347416922,0.9882944632267098,0.9788882902234222,0.7919276183379094,0.6565085465546379,0.9925111411273833
9,train,1.9587081055892142,0.776122372401388,0.2740751908797967,0.3896343959438296,0.2476397705724572,0.9343814393926307,0.4364245012928227,0.284690567890584,0.9809965434826797,0.8408694819400185,0.00019725080707956878,198.15485763549805,,,,,,,,
9,val,0.5479978322982788,0.8326426148414612,0.7777203321456909,0.7809576845872457,0.6482071928854896,0.9827856178785126,0.8994296820778032,0.8174692997347401,0.9833364624907499,0.6919083744287491,0.00019725080707956878,198.15485763549805,0.9784214089335596,0.8773388509253692,0.7815433651624094,0.9815616331238173,0.979377018196622,0.8115801170868007,0.6838074165189543,0.9882109821706071
10,train,1.907151827059294,0.7810061467321295,0.28429187340171713,0.4049314588941824,0.2594480738361225,0.9361012130869054,0.41796311387568397,0.26957371058222057,0.9851982785943849,0.8444381657399629,0.00019660961971576226,203.4329879283905,,,,,,,,
