epoch,lr,train_loss,train_acc,train_prec,train_rec,train_f1,train_iou,train_specificity,train_tp,train_fp,train_fn,train_tn,val_loss,val_acc,val_prec,val_rec,val_f1,val_iou,val_specificity,val_tp,val_fp,val_fn,val_tn
1,0.0001,0.5614424977037642,0.7440534319196429,0.08600661187262346,0.6568862275449102,0.1520988110781176,0.0823089524428827,0.7472099747018431,6582,69947,3438,206753,0.6724652051925659,0.965057373046875,0.0,0.0,0.0,0.0,1.0,0,0,2290,63246
2,9.998303758629009e-05,0.409869909286499,0.7491838727678571,0.12043124172104204,0.979940119760479,0.21450104858441102,0.12013507396033427,0.740827611131189,9819,71713,201,204987,0.7092008292675018,0.965057373046875,0.0,0.0,0.0,0.0,1.0,0,0,2290,63246
3,9.993216197035142e-05,0.3684292236963908,0.8033203125,0.14827063106796118,0.9754491017964072,0.25741374769554914,0.14771937248738023,0.7970870979400072,9774,56146,246,220554,0.48867253959178925,0.9075164794921875,0.1340966427323889,0.3017467248908297,0.18567781808410583,0.10234004739336493,0.929450083799766,691,4462,1599,58784
4,9.984740801978987e-05,0.329220281706916,0.8419607979910714,0.1769874247222273,0.9649700598802395,0.2991137028042876,0.17585755338110654,0.8375063245392121,9669,44962,351,231738,0.5977823436260223,0.9572601318359375,0.18102372034956304,0.06331877729257641,0.0938207699773536,0.04921928038017651,0.9896278025487778,145,656,2145,62590
5,9.972883382072955e-05,0.2920266025596195,0.8503138950892857,0.188430503466303,0.9928143712574851,0.3167446747540358,0.188173873567132,0.8451535959522949,9948,42846,72,233854,0.45959611237049103,0.9514007568359375,0.30346947738252084,0.3017467248908297,0.3026056492226845,0.17827657378740971,0.974923315308478,691,1586,1599,61660
6,9.957652063800364e-05,0.27026939060952926,0.8861223493303572,0.22953366637187178,0.9583832335329341,0.37036465665194673,0.22726842429119137,0.8835056017347308,9603,32234,417,244466,0.23738554120063782,0.8925323486328125,0.2382420971472629,0.9445414847161572,0.38050840003518344,0.2349554638279383,0.8906492110172975,2163,6916,127,56330
7,9.939057285945934e-05,0.2286776966518826,0.8957345145089286,0.24976707879032056,0.9899201596806387,0.3988900729897653,0.24913347063846888,0.8923238164076617,9919,29794,101,246906,0.25008055567741394,0.898406982421875,0.25045703839122485,0.9572052401746725,0.39702952363702226,0.24768361581920903,0.8962780254877779,2192,6560,98,56686
8,9.917111792441577e-05,0.2202857749329673,0.9109514508928571,0.27822257806244993,0.9710578842315369,0.4325213371266003,0.2759344336679712,0.9087748464040477,9730,25242,290,251458,0.3049672842025757,0.8508453369140625,0.18965088315780745,0.9986899563318777,0.31876785838734406,0.18960371414359145,0.8454922050406349,2287,9772,3,53474
9,9.891830623632339e-05,0.20000418192810482,0.9125906808035714,0.28394139615053143,0.9864271457085828,0.4409547178228865,0.2828363761231614,0.9099168774846405,9884,24926,136,251774,0.6505290865898132,0.965728759765625,0.5334346504559271,0.15327510917030568,0.23812754409769332,0.13515594917212168,0.9951459380830409,351,307,1939,62939
10,9.8632311059685e-05,0.1851804272996055,0.9272321428571428,0.3217619986850756,0.9768463073852296,0.48407517309594456,0.31932663447735876,0.9254354897000362,9788,20632,232,256068,0.27967359125614166,0.956146240234375,0.42825552825552826,0.7611353711790393,0.5481132075471699,0.3775178687459389,0.9632071593460456,1743,2327,547,60919
11,9.831332840130888e-05,0.17705974645084804,0.9285295758928571,0.325501566353396,0.9747504990019961,0.488032778693849,0.3227799993390396,0.9268558005059632,9767,20239,253,256461,0.36699536442756653,0.9337310791015625,0.2890030832476876,0.6139737991266375,0.3930118798043326,0.24456427204731257,0.9453087942320463,1406,3459,884,59787
12,9.796157687597556e-05,0.1749161962005827,0.9354910714285715,0.3479804864050506,0.9681636726546906,0.5119531373687266,0.34404369259141043,0.9343079147090712,9701,18177,319,258523,0.44983479380607605,0.9703826904296875,0.6038072575847709,0.4432314410480349,0.5112062452782674,0.3433694181326116,0.9894696897827531,1015,666,1275,62580
13,9.757729755661011e-05,0.1623227811521954,0.9315952845982143,0.33622426332502475,0.9827345309381238,0.5010303508280968,0.33424983027834354,0.9297434044091073,9847,19440,173,257260,0.22422316670417786,0.9581146240234375,0.44630634883172055,0.825764192139738,0.5794392523364486,0.40789473684210525,0.9629067450905986,1891,2346,399,60900
14,9.716075380906284e-05,0.15069467491573757,0.9432652064732143,0.3792196744132091,0.9787425149700599,0.5466402831582174,0.3761218071642249,0.9419804842790025,9807,16054,213,260646,0.3008485287427902,0.9490966796875,0.3769990592662277,0.7,0.4900642005502904,0.3245596274549504,0.9581159282800493,1603,2649,687,60597
15,9.671223111161149e-05,0.145700437327226,0.9405517578125,0.3682828964637942,0.9801397205588822,0.535394008776951,0.3655549765502866,0.9391181785327068,9821,16846,199,259854,0.49759092926979065,0.968505859375,0.5821220930232558,0.3497816593886463,0.4369885433715221,0.27958115183246074,0.9909085159535781,801,575,1489,62671
16,9.62320368593087e-05,0.13431551390224034,0.9535295758928571,0.4275120666959193,0.9723552894211577,0.5939042974702835,0.422378289331079,0.9528478496566679,9743,13047,277,263653,0.3310910165309906,0.9519195556640625,0.3886157826649418,0.6558951965065503,0.4880584890333062,0.322802493015259,0.9626379533883566,1502,2363,788,60883
17,9.572050015330875e-05,0.14483656154738533,0.9557931082589286,0.43885587950808347,0.9508982035928144,0.6005483596482935,0.429131198486691,0.9559703650162631,9528,12183,492,264517,0.11979304626584053,0.9539031982421875,0.4311546430589565,0.9995633187772925,0.6024476904855902,0.43107344632768363,0.9522499446605319,2289,3020,1,60226
18,9.517797157531812e-05,0.12939225799507564,0.9505580357142858,0.4125641672978204,0.9785429141716567,0.5804179245841472,0.4088653517367916,0.9495446331767257,9805,13961,215,262739,0.24551574885845184,0.977294921875,0.6583728278041074,0.7279475982532752,0.6914143508917461,0.5283676703645008,0.986323245738861,1667,865,623,62381
19,9.460482294732422e-05,0.12322514007488887,0.9573904854910714,0.44934286373068943,0.9724550898203593,0.6146664563948904,0.44369564227494196,0.9568449584387423,9744,11941,276,264759,1.893470287322998,0.965057373046875,0.0,0.0,0.0,0.0,1.0,0,0,2290,63246
20,9.40014470767673e-05,0.12493184374438392,0.957666015625,0.4507487675565064,0.9672654690618763,0.6149356005329611,0.4439761795693999,0.9573183953740513,9692,11810,328,264890,0.19950278848409653,0.9069366455078125,0.27297651686732627,1.0,0.42887910853076133,0.27297651686732627,0.9035670240015179,2290,6099,0,57147
21,9.336825748732973e-05,0.10597191585434808,0.9544119698660715,0.43368256314393777,0.9956087824351297,0.6041849619961845,0.4328546014665683,0.9529201301048067,9976,13027,44,263673,1.1872005462646484,0.9650726318359375,0.5041322314049587,0.026637554585152837,0.05060141020323517,0.02595744680851064,0.9990513234038516,61,60,2229,63186
