epoch,split,loss,acc_all,acc_no_bg,f1_macro,iou_macro,d21_acc,d21_f1,d21_iou,d21_bin_acc_all,pred_bg_frac,lr,sec,d11_acc,d11_f1,d11_iou,d11_bin_acc_all,d22_acc,d22_f1,d22_iou,d22_bin_acc_all
1,train,2.3791951836201184,0.5586927447402686,0.2214234918040395,0.23475687366945133,0.14925976208833888,0.9077035537547044,0.31208625857420685,0.20442647435992453,0.958979449355522,0.5955156292831688,0.00019996590383506793,177.0680582523346,0.9201698155630477,0.3647790359019188,0.24888503515000504,0.969969364634439,0.9423594599017787,0.3215109570846308,0.21277341818947051,0.9770816736051054
1,val,1.1696419790387154,0.8082097371419271,0.7093466185033321,0.7060176613676413,0.5626629659082883,0.9703398453380824,0.8195348154207606,0.7092123691875023,0.984080420599739,0.6804161071777344,0.00019996590383506793,177.0680582523346,0.9680017127916214,0.8024767841730892,0.6866483462637945,0.986459520127733,0.9676286290852053,0.7183722636439871,0.5778413136437744,0.9868935479055106
2,train,2.235936896529114,0.6147050824081689,0.2466400235989376,0.28681618576700846,0.18640207313489887,0.917970585293648,0.3302448936346366,0.21886248107866657,0.9698374430335621,0.6528818230879935,0.0001998636387080801,194.27947688102722,0.9212671993358702,0.3721891800185099,0.2546886687939282,0.9696339389731179,0.9466913366020716,0.2538015007294098,0.1602706838124815,0.986016792163215
2,val,1.1217768788337708,0.767358568807443,0.5970017872750759,0.5945579346845428,0.4456105735899592,0.9589904694053971,0.7461707805588755,0.6109538375732898,0.9824028015133678,0.6624988988041878,0.0001998636387080801,194.27947688102722,0.9619751390567304,0.7878903301806384,0.6640372403744489,0.9729114108612443,0.9581510310659566,0.5917172229056292,0.4358628763921275,0.9863599141435749
3,train,2.20258969361322,0.6097078022203948,0.25126081777883597,0.29102152128641123,0.18993560723693484,0.9231659990416852,0.3444807240186514,0.23123118915052826,0.9740833483241298,0.6437215704666941,0.00019969327470644626,224.83101749420166,0.9297458389548492,0.3456004271873519,0.23391125627298234,0.9814969246844614,0.952651928966165,0.3377278964456918,0.2269412375370398,0.9865306653471517
3,val,1.0134785970052083,0.822199081381162,0.6699248192210993,0.6703415673550551,0.5243230413027502,0.9717919040818028,0.8238663513347722,0.7158548188475388,0.9826087951657118,0.7063725789388021,0.00019969327470644626,224.83101749420166,0.9654282831348621,0.7631107170677583,0.6309658944411598,0.9850866529673601,0.9707129290445007,0.7353858008197358,0.6030518389213712,0.9858453538679676
4,train,2.1909326746798397,0.6222250419750548,0.24979240335932557,0.29046141252730584,0.190792771832475,0.9243041721096775,0.33339611353326837,0.22380246959119593,0.9767559386133289,0.6590710556297972,0.0001994549285891432,220.23692297935486,0.9298793636497789,0.3785014367045425,0.26324028943763655,0.9777026260105327,0.9526679055172299,0.3303043798707967,0.22192237747105747,0.9869716175812525
4,val,0.8775914584596952,0.7166616668303808,0.7289525891343752,0.7252633144078984,0.586211013855331,0.972790326955229,0.8271400693665386,0.7227586883809844,0.9774521721730917,0.584228940308094,0.0001994549285891432,220.23692297935486,0.9704691527590605,0.8209152491829529,0.7134342647847359,0.9788589477536033,0.9711156898639262,0.7263330059047791,0.5932437154339919,0.9865934583872815
5,train,2.162636533850118,0.6439837539405153,0.2564340963665592,0.30307079215111643,0.20057336811616935,0.9269436054508642,0.3509649915172589,0.23863549390903635,0.978034143280269,0.6833980627227247,0.00019914876370669414,209.7533369064331,0.9313389420830356,0.37744653922368465,0.26081413306628126,0.9821453429102012,0.950775353624679,0.31850285276289764,0.20953967649022134,0.9875195954972336
5,val,0.7834474158783754,0.841742197672526,0.6898381561040878,0.697806964897507,0.5513749956258278,0.964987366027278,0.7515153156638607,0.6134713596740672,0.9882371690535138,0.7204454218347868,0.00019914876370669414,209.7533369064331,0.9693732193714637,0.8028020892330511,0.6911750353354044,0.9876141018334618,0.9631134683200439,0.6628819592407291,0.5089860944281234,0.9883723788788176
