epoch,split,loss,acc,prec,rec,f1,iou,d21_acc,d21_f1,d21_iou,sec
1,train,2.797728574589679,0.060383088886737823,0.05977272614836693,0.060383088886737823,0.05866106227040291,0.034897685050964355,0.7975192936374998,0.1241980725054297,0.07603435996576031,88.53293251991272
1,val,2.3783481816450753,0.10805013030767441,0.13413600623607635,0.10805013030767441,0.06386219710111618,0.037489153444767,0.7284721839353206,0.19713318866542603,0.130109933503597,88.53293251991272
2,train,2.617269954242204,0.06736067682504654,0.06583935022354126,0.06736067682504654,0.06344874203205109,0.03694074973464012,0.7768055892612342,0.12396558675361317,0.0781364305787662,87.84981036186218
2,val,2.4018737773100534,0.10492610931396484,0.049922190606594086,0.10492610931396484,0.057946957647800446,0.03932869806885719,0.8381435910742175,0.0014489898352880465,0.0007274902673711186,87.84981036186218
3,train,2.5982767447044974,0.06886329501867294,0.06730789691209793,0.06886329501867294,0.06531524658203125,0.03829457238316536,0.7913409669831757,0.10921283934396642,0.06676301417632495,87.64278745651245
3,val,2.327478994925817,0.10357861965894699,0.08411038666963577,0.10357861965894699,0.07325657457113266,0.04903217405080795,0.6365836086614657,0.27418094878039484,0.19898981103426747,87.64278745651245
4,train,2.536533210779491,0.07857771962881088,0.07333991676568985,0.07857771962881088,0.07020623236894608,0.04179030656814575,0.8049553695226649,0.09448889051880077,0.058831748611218086,88.11514568328857
4,val,2.36766038586696,0.14927491545677185,0.08191269636154175,0.14927491545677185,0.08248698711395264,0.053255267441272736,0.8062497232900162,0.050519851900035294,0.030460229234534435,88.11514568328857
5,train,2.472829479606528,0.08040574193000793,0.07431131601333618,0.08040574193000793,0.07134617120027542,0.0433969646692276,0.7991528523706682,0.10333239987032625,0.06711307657150013,87.63269305229187
5,val,2.2541993632912636,0.11761357635259628,0.06311746686697006,0.11761357635259628,0.08173326402902603,0.055474910885095596,0.7469725514857467,0.188627089753461,0.14627686533652454,87.63269305229187
6,train,2.4064257254726007,0.08134375512599945,0.07272811233997345,0.08134375512599945,0.06902437657117844,0.04344704747200012,0.8024247009293805,0.12929781792355197,0.09211885231869761,87.53123044967651
6,val,2.2279014314214387,0.11229926347732544,0.11789484322071075,0.11229926347732544,0.07045403122901917,0.04660284146666527,0.8160484422084736,0.04847131016212946,0.028281431848395506,87.53123044967651
7,train,2.3544064807264427,0.08046825230121613,0.07248295098543167,0.08046825230121613,0.06989564746618271,0.043625034391880035,0.8371976618477343,0.06497372771846362,0.04092049388412029,87.47036457061768
7,val,2.2963493118683496,0.09833523631095886,0.06494350731372833,0.09833523631095886,0.06748251616954803,0.04073363170027733,0.5872573872235536,0.2675360879397454,0.19527419769619822,87.47036457061768
8,train,2.3576514733465093,0.07996699213981628,0.07666310667991638,0.07996699213981628,0.07388598471879959,0.04449395835399628,0.7828331677101658,0.1210078230672682,0.08430844966292705,87.5500373840332
8,val,2.3325226629773774,0.1706172674894333,0.1080973744392395,0.1706172674894333,0.09330461174249649,0.06346360594034195,0.8388667932319533,0.010782003403733082,0.005817301390918222,87.5500373840332
9,train,2.3391517676805194,0.08766870945692062,0.07870527356863022,0.08766870945692062,0.07801121473312378,0.047315530478954315,0.7995216611277919,0.11111404994814084,0.075466647316005,87.83563256263733
9,val,2.275795961419741,0.16480259597301483,0.0842369869351387,0.16480259597301483,0.09565132856369019,0.06365351378917694,0.6950662713175862,0.24713250630566383,0.17297291392799155,87.83563256263733
10,train,2.282072326697801,0.10059306025505066,0.08829700201749802,0.10059306025505066,0.08682702481746674,0.05164707079529762,0.7860147897049855,0.15954260778203605,0.11510161437209823,87.8875744342804
