epoch,train_acc,train_d21_acc,train_d21_f1,train_d21_iou,train_f1,train_iou,train_loss,val_acc,val_d21_acc,val_d21_f1,val_d21_iou,val_f1,val_iou,val_loss
1,0.47609999775886536,0.8524939969021786,0.043182252945808616,0.022624315300290423,0.0656307265162468,0.04487810283899307,2.3018821836799703,0.5044203400611877,0.8410138845443725,0.0,0.0,0.048109520226716995,0.03615661337971687,2.0211519956588746
2,0.5113968849182129,0.8802884829941616,0.0038732229442570046,0.0019408770735495754,0.059627972543239594,0.04263496771454811,2.0933788066269248,0.5040111541748047,0.8410138845443725,0.0,0.0,0.05327405780553818,0.03889243304729462,1.982585573196411
3,0.5131025910377502,0.8807868002563395,0.002440329456956572,0.0012220912895406976,0.06096601486206055,0.043384160846471786,2.066702115920282,0.5025772452354431,0.8410138845443725,0.0,0.0,0.05981077626347542,0.04238034412264824,1.9727187633514405
4,0.5134952068328857,0.8818008803552196,0.0020514162423731167,0.001027514068384765,0.06281696259975433,0.04437699541449547,2.0465738875891573,0.5045080184936523,0.8410138845443725,0.0,0.0,0.05186982452869415,0.038111791014671326,1.9656609535217284
5,0.5147829651832581,0.8823647723403029,0.0008172120740869559,0.00040883987133393706,0.063133105635643,0.04463024064898491,2.0356224518950268,0.5048776268959045,0.8410138845443725,0.0,0.0,0.05820376053452492,0.04157157614827156,1.9617443799972534
6,0.514988362789154,0.8821184167297937,0.0006605019593785687,0.00033043134681065567,0.06423638015985489,0.04522981122136116,2.0283453297871414,0.5032735466957092,0.8410138845443725,0.0,0.0,0.06967733800411224,0.0479389950633049,1.9666538953781127
7,0.5153185725212097,0.8822462020381805,0.0003761360966737396,0.00018813277472540366,0.06531798839569092,0.04578752815723419,2.0197071349749,0.4879184663295746,0.8410138845443725,0.0,0.0,0.05849809572100639,0.041791800409555435,1.986168122291565
8,0.5159837007522583,0.8818062127277415,0.00041011144810907383,0.0002051500911572172,0.06702690571546555,0.04680662974715233,2.014032689473962,0.49655452370643616,0.8410138845443725,0.0,0.0,0.06623496860265732,0.04595251381397247,1.979042649269104
9,0.5163666009902954,0.8823315475576667,0.00024024148301557798,0.00012016270001592886,0.06665092706680298,0.046586472541093826,2.006688101317293,0.5032356977462769,0.8410138845443725,0.0,0.0,0.06159151345491409,0.04356621950864792,1.9749173641204834
10,0.5165126323699951,0.8822703483284161,0.00026423656004533606,0.00013217409169526711,0.06900574266910553,0.04787103459239006,2.002778587802764,0.49728521704673767,0.8410138845443725,0.0,0.0,0.06573963165283203,0.04581398144364357,1.973542618751526
11,0.5170754790306091,0.8819211734238491,0.0006519468734923167,0.0003262945209562238,0.06892204284667969,0.04790889099240303,1.9992334637590634,0.49601295590400696,0.8410138845443725,0.0,0.0,0.06784722208976746,0.046901389956474304,1.9609089374542237
12,0.5172562599182129,0.8818610406691029,0.00021765079873862234,0.00010886709619675243,0.07066918909549713,0.048812393099069595,1.993233174406072,0.5001822710037231,0.8410138845443725,0.0,0.0,0.062051355838775635,0.04371398314833641,1.9667531490325927
13,0.5178852081298828,0.882248854765328,0.000334542787530651,0.00016742233821142075,0.07169289886951447,0.04945313557982445,1.9864020514231857,0.5002836585044861,0.8410138845443725,0.0,0.0,0.064444400370121,0.045060206204652786,1.9724008321762085
14,0.5179571509361267,0.8827481013472362,0.0005244568880405562,0.0002625746199809846,0.07445693016052246,0.0508837066590786,1.9806208597716464,0.4966680109500885,0.8410138845443725,0.0,0.0,0.057652540504932404,0.04139050096273422,1.9705848693847656
15,0.5182223320007324,0.8820869416318914,0.0003719135865370526,0.00018615413723783867,0.0736757218837738,0.05052252113819122,1.9797706950095393,0.4840448796749115,0.8410138845443725,0.0,0.0,0.06446288526058197,0.04505307599902153,1.9850571393966674
