epoch,lr,train_loss,train_acc,train_prec,train_rec,train_f1,train_iou,train_specificity,train_tp,train_fp,train_fn,train_tn,val_loss,val_acc,val_prec,val_rec,val_f1,val_iou,val_specificity,val_tp,val_fp,val_fn,val_tn
1,0.0001,0.6328432460625967,0.6798060825892858,0.06810164550812192,0.6435129740518962,0.1231686118698783,0.06562582693834347,0.6811203469461511,6448,88234,3572,188466,0.4491844177246094,0.874114990234375,0.1774891774891775,0.7161572052401747,0.28447528187337384,0.16582406471183014,0.879834297821206,1640,7600,650,55646
2,9.998303758629009e-05,0.3608199854691823,0.8282819475446429,0.16728037874802734,0.9838323353293413,0.28594219083116995,0.16682178938283723,0.8226490784242863,9858,49073,162,227627,0.37163232266902924,0.91998291015625,0.29650041333700744,0.9397379912663756,0.45077503142019276,0.2909680908599243,0.9192676216677734,2152,5106,138,58140
3,9.993216197035142e-05,0.2924734420246548,0.9273018973214285,0.32421722749123033,0.9962075848303393,0.48921780043128804,0.3238175566080581,0.9248066498012287,9982,20806,38,255894,0.3639034032821655,0.95880126953125,0.45345140781108084,0.8720524017467249,0.5966537197490289,0.42516499893549076,0.9619422572178478,1997,2407,293,60839
4,9.984740801978987e-05,0.2549346288045247,0.9647705078125,0.497968193448051,0.9906187624750499,0.662771675625146,0.4956308982873121,0.9638344777737622,9926,10007,94,266693,0.29409442842006683,0.9757537841796875,0.6014471780028944,0.9074235807860263,0.7234116623150567,0.5666757567493864,0.9782278721183948,2078,1377,212,61869
5,9.972883382072955e-05,0.22444221377372742,0.9746512276785714,0.5799163665931002,0.9965069860279441,0.7331668991849621,0.5787399292876602,0.9738597759306108,9985,7233,35,269467,0.25080282241106033,0.9774169921875,0.6159129937034917,0.9397379912663756,0.7441217150760719,0.5925110132158591,0.9787812667994814,2152,1342,138,61904
6,9.957652063800364e-05,0.20320708221859402,0.9794852120535714,0.6309162237408251,0.9951097804391218,0.772227385377943,0.6289661262852457,0.9789194073003252,9971,5833,49,270867,0.22545939683914185,0.977386474609375,0.6134194272880404,0.9541484716157205,0.7467532467532467,0.5958549222797928,0.9782278721183948,2185,1377,105,61869
7,9.939057285945934e-05,0.1863965110646354,0.9794224330357143,0.6298865069356873,0.9970059880239521,0.7720247295208656,0.6286972938955318,0.9787856884712686,9990,5870,30,270830,0.21279219537973404,0.9766082763671875,0.6054611312343271,0.9489082969432314,0.7392413675795202,0.5863464651915812,0.9776112323308984,2173,1416,117,61830
8,9.917111792441577e-05,0.16810139848126304,0.9832763671875,0.6771787046456426,0.9965069860279441,0.8063799717343023,0.675575101488498,0.9827972533429707,9985,4760,35,271940,0.22702901810407639,0.979339599609375,0.6469849246231156,0.8995633187772926,0.7526488856412129,0.6033977738722905,0.9822281250988205,2060,1124,230,62122
9,9.891830623632339e-05,0.15489969154198965,0.9842982700892857,0.690828606999585,0.9968063872255489,0.8160797450772123,0.6893029675638371,0.983845319840983,9988,4470,32,272230,0.20501231402158737,0.978790283203125,0.6341681574239714,0.9288209606986899,0.7537207654145994,0.6047767984077339,0.9805995636087658,2127,1227,163,62019
10,9.8632311059685e-05,0.14551938407950932,0.9844866071428572,0.6933916423712342,0.9969061876247505,0.8178989601244576,0.6919027498787836,0.9840368630285508,9989,4417,31,272283,0.1997441202402115,0.98095703125,0.6665601023017903,0.9104803493449781,0.769656699889258,0.6255625562556255,0.9835088385036208,2085,1043,205,62203
11,9.831332840130888e-05,0.1364401032527288,0.9870849609375,0.7319527061761034,0.9947105788423154,0.8433388331852603,0.7291148500365764,0.9868088182146729,9967,3650,53,273050,0.1919100359082222,0.9793701171875,0.6428136419001218,0.9218340611353711,0.7574452816648727,0.6095870632399654,0.9814533725452993,2111,1173,179,62073
12,9.796157687597556e-05,0.12842935737636355,0.9863106863839286,0.7193866532287092,0.9973053892215569,0.8358496089665844,0.7179910906739474,0.985912540657752,9993,3898,27,272802,0.18783120810985565,0.983184814453125,0.7004048582995951,0.9065502183406113,0.7902550437761705,0.6532410320956576,0.9859595863770041,2076,888,214,62358
13,9.757729755661011e-05,0.12242421590619618,0.9886160714285714,0.7560254661209641,0.9955089820359282,0.859395192556216,0.7534556990709268,0.9883664618720636,9975,3219,45,273481,0.17720449715852737,0.9811859130859375,0.6656220620495142,0.9275109170305676,0.7750410509031198,0.6327077747989276,0.9831293678651615,2124,1067,166,62179
14,9.716075380906284e-05,0.11704888691504796,0.9880998883928571,0.7474535650089874,0.9960079840319361,0.854013349306863,0.745221027479092,0.987813516443802,9980,3372,40,273328,0.185197651386261,0.9843292236328125,0.7202650854551796,0.9017467248908297,0.8008532092301726,0.6678525226390686,0.9873193561648167,2065,802,225,62444
15,9.671223111161149e-05,0.11105296678013271,0.9883649553571429,0.7513159873665213,0.9971057884231537,0.8569345569945964,0.7496810985217979,0.9880484279002529,9991,3307,29,273393,0.1848631203174591,0.985321044921875,0.7393655371304975,0.8956331877729258,0.8100315955766193,0.6807168934616661,0.9885684470164121,2051,723,239,62523
16,9.62320368593087e-05,0.1063063492377599,0.9899274553571429,0.7775529265255293,0.9970059880239521,0.873709987755816,0.7757415747786923,0.9896711239609686,9990,2858,30,273842,0.1715575009584427,0.9836578369140625,0.7045988586774086,0.9165938864628821,0.7967356234579618,0.6621451104100946,0.9860860765898238,2099,880,191,62366
17,9.572050015330875e-05,0.10200529711114036,0.9894496372767857,0.7693907417391974,0.9969061876247505,0.8684954136416988,0.7675580144459813,0.9891796169136249,9989,2994,31,273706,0.18701832741498947,0.9859619140625,0.7584905660377359,0.8777292576419214,0.8137651821862348,0.6860068259385665,0.9898807829744174,2010,640,280,62606
18,9.517797157531812e-05,0.09825412184000015,0.9903843470982143,0.7856524817116337,0.9968063872255489,0.8787225619143975,0.7836798744605727,0.9901517889410915,9988,2725,32,273975,0.16164079308509827,0.9831390380859375,0.694837224597172,0.9227074235807861,0.79272181579441,0.6566190180236171,0.9853271353129052,2113,928,177,62318
19,9.460482294732422e-05,0.0940502749549018,0.9906424386160714,0.7902064710070406,0.9969061876247505,0.8816027536295838,0.7882733585858586,0.990415612576798,9989,2652,31,274048,0.17415589094161987,0.985809326171875,0.7483564645726808,0.894759825327511,0.815035799522673,0.6878147029204431,0.9891060304208962,2049,689,241,62557
